invoice_KEY,update__staff_KEY,update_date_utc,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office__office_id,client__partner__staff__staff_id,client__manager__staff__staff_id,invoice_number,reference,invoice_date,due_date,digita_tax_point_date_override,digita_proforma__ledger_entry_KEY,comments,billed_date,billed__staff_KEY,billed__staff__staff_id,approved_date,approved__staff_KEY,approved__staff__staff_id,posted_date,posted__staff_KEY,posted__staff__staff_id,amount,posted_open_amount,time_amount_billed,time_amount_adjusted,expense_amount_billed,expense_amount_adjusted,progress_amount_billed,surcharge,discount,sales_tax,service_tax,ledger_entry_KEY,printed,report_definition_KEY,invoice_format,invoice_format_storage_style_KEY,positive_invoiced,negative_invoiced,positive_nonprogress_invoiced,negative_nonprogress_invoiced,positive_progress_invoiced,negative_progress_invoiced,ledger_entry_subtype_KEY
21,83,12/31/2017,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,32101,,05/31/2017,06/20/2017,,,,06/07/2017,101,2776SL,06/07/2017,102,2952NF,06/07/2017,102,2952NF,2306.75,0,2306.75,0,0,0,0,0,0,0,0,21,TRUE,331,,3,2306.75,0,2306.75,0,0,0,1
102,83,12/31/2017,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,31818,,05/31/2017,06/20/2017,,,,06/05/2017,94,4081OL,06/07/2017,102,2952NF,06/07/2017,102,2952NF,209.25,0,209.25,0,0,0,0,0,0,0,0,102,TRUE,147,,3,209.25,0,209.25,0,0,0,1
103,61,12/30/2017,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,34543,,10/19/2017,11/08/2017,,,,10/19/2017,94,4081OL,11/07/2017,102,2952NF,11/07/2017,102,2952NF,452.25,0,452.25,0,0,0,0,0,0,0,0,103,TRUE,147,,3,452.25,0,452.25,0,0,0,1
126,102,07/20/2020,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,63923,,06/30/2020,07/20/2020,,,,07/06/2020,94,4081OL,07/20/2020,102,2952NF,07/20/2020,102,2952NF,315,0,315,0,0,0,0,0,0,0,0,126,TRUE,147,,3,315,0,315,0,0,0,1
118,102,05/08/2019,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,52055,,05/07/2019,05/27/2019,,,,05/07/2019,94,4081OL,05/07/2019,102,2952NF,05/08/2019,102,2952NF,530,0,530,0,0,0,0,0,0,0,0,118,TRUE,147,,3,530,0,530,0,0,0,1
119,102,09/10/2019,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,54841,,09/09/2019,09/29/2019,,,,09/09/2019,94,4081OL,09/10/2019,102,2952NF,09/10/2019,102,2952NF,315,0,315,0,0,0,0,0,0,0,0,119,TRUE,147,,3,315,0,315,0,0,0,1
120,102,11/12/2019,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,57048,,10/31/2019,11/20/2019,,,,11/11/2019,61,2014HM,11/12/2019,102,2952NF,11/12/2019,102,2952NF,260,0,260,0,0,0,0,0,0,0,0,120,TRUE,147,,3,260,0,260,0,0,0,1
121,102,12/05/2019,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,57323,,11/30/2019,12/20/2019,,,,12/03/2019,94,4081OL,12/05/2019,102,2952NF,12/05/2019,102,2952NF,140,0,140,0,0,0,0,0,0,0,0,121,TRUE,147,,3,140,0,140,0,0,0,1
222,102,05/11/2020,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,62178,,04/30/2020,05/20/2020,,,,04/24/2020,102,2952NF,05/11/2020,58,2994LL,05/11/2020,102,2952NF,650,0,0,0,0,0,650,0,0,0,0,222,TRUE,1413,,2,650,0,0,0,650,0,1
225,102,08/10/2020,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,64980,,07/31/2020,08/20/2020,,,,08/01/2020,102,2952NF,08/07/2020,58,2994LL,08/10/2020,102,2952NF,650,0,0,0,0,0,650,0,0,0,0,225,TRUE,1413,,2,650,0,0,0,650,0,1
219,102,03/06/2020,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,59801,,02/13/2020,03/04/2020,,,,03/05/2020,102,2952NF,03/05/2020,58,2994LL,03/06/2020,102,2952NF,1950,0,0,0,0,0,1950,0,0,0,0,219,TRUE,1413,,3,1950,0,0,0,1950,0,1
220,102,03/06/2020,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,60063,,02/29/2020,03/20/2020,,,,02/27/2020,102,2952NF,03/05/2020,58,2994LL,03/06/2020,102,2952NF,650,0,0,0,0,0,650,0,0,0,0,220,TRUE,1413,,2,650,0,0,0,650,0,1
555,102,03/09/2020,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,60394,,03/07/2020,03/27/2020,,,,03/07/2020,76,4337JW,03/09/2020,76,4337JW,03/09/2020,102,2952NF,5082.5,0,5082.5,0,0,0,0,0,0,0,0,555,TRUE,147,,3,5082.5,0,5082.5,0,0,0,1
567,102,03/09/2020,12,25103704500,25103704500                              `,ProsperPath Investments,IDMV,4380LH,2505CC,60426,,03/07/2020,03/27/2020,,,,03/07/2020,76,4337JW,03/09/2020,76,4337JW,03/09/2020,102,2952NF,950,0,950,0,0,0,0,0,0,0,0,567,TRUE,147,,3,950,0,950,0,0,0,1
70,102,03/09/2020,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,60387,,03/07/2020,03/27/2020,,,,03/07/2020,76,4337JW,03/09/2020,76,4337JW,03/09/2020,102,2952NF,1275,0,1275,0,0,0,0,0,0,0,0,70,TRUE,147,,3,1275,0,1275,0,0,0,1
239,61,10/13/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,81084,,10/01/2021,10/21/2021,,,,10/13/2021,61,2014HM,10/06/2021,58,2994LL,10/13/2021,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,239,TRUE,1628,,2,650,0,0,0,650,0,1
72,61,04/09/2021,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,73814,,04/08/2021,04/28/2021,,,,04/09/2021,61,2014HM,04/09/2021,61,2014HM,04/09/2021,61,2014HM,510,0,0,0,0,0,510,0,0,0,0,72,TRUE,147,,3,510,0,0,0,510,0,1
228,61,11/10/2020,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,66844,,10/31/2020,11/20/2020,,,,10/27/2020,61,2014HM,11/10/2020,58,2994LL,11/10/2020,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,228,TRUE,1413,,2,650,0,0,0,650,0,1
229,61,12/15/2020,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,68212,,11/30/2020,12/20/2020,,,,11/30/2020,61,2014HM,12/15/2020,58,2994LL,12/15/2020,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,229,TRUE,1413,,2,650,0,0,0,650,0,1
306,61,01/04/2021,18,23344078500,23344078500                              `,BeaconBridge Banking,IDMV,4380LH,2505CC,69252,,12/27/2020,01/16/2021,,,,01/03/2021,102,2952NF,01/04/2021,84,4380LH,01/04/2021,61,2014HM,475,0,0,0,0,0,475,0,0,0,0,306,TRUE,147,,3,475,0,0,0,475,0,1
71,61,01/04/2021,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,69253,,12/27/2020,01/16/2021,,,,01/03/2021,102,2952NF,01/04/2021,84,4380LH,01/04/2021,61,2014HM,440,0,0,0,0,0,440,0,0,0,0,71,TRUE,147,,3,440,0,0,0,440,0,1
294,61,01/04/2021,12,25103704500,25103704500                              `,ProsperPath Investments,IDMV,4380LH,2505CC,69249,,12/27/2020,01/16/2021,,,,01/03/2021,102,2952NF,01/04/2021,84,4380LH,01/04/2021,61,2014HM,475,0,0,0,0,0,475,0,0,0,0,294,TRUE,147,,3,475,0,0,0,475,0,1
550,61,02/25/2021,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,71770,,02/20/2021,03/12/2021,,,,02/25/2021,61,2014HM,02/25/2021,61,2014HM,02/25/2021,61,2014HM,985,0,0,0,0,0,985,0,0,0,0,550,TRUE,147,,3,985,0,0,0,985,0,1
127,61,01/07/2021,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,69298,,12/27/2020,01/16/2021,,,,01/03/2021,102,2952NF,01/07/2021,61,2014HM,01/07/2021,61,2014HM,390,0,0,0,0,0,390,0,0,0,0,127,TRUE,147,,3,390,0,0,0,390,0,1
42,61,02/16/2021,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,70939,,02/12/2021,03/04/2021,,,,02/12/2021,61,2014HM,02/16/2021,61,2014HM,02/16/2021,61,2014HM,797,0,0,0,0,0,797,0,0,0,0,42,TRUE,331,,3,797,0,0,0,797,0,1
178,61,01/07/2021,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,69205,,12/27/2020,01/16/2021,,,,01/02/2021,102,2952NF,01/07/2021,61,2014HM,01/07/2021,61,2014HM,700,0,0,0,0,0,700,0,0,0,0,178,TRUE,147,,3,700,0,0,0,700,0,1
179,61,03/08/2021,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,72434,,03/04/2021,03/24/2021,,,,03/08/2021,61,2014HM,03/08/2021,61,2014HM,03/08/2021,61,2014HM,750,0,0,0,0,0,750,0,0,0,0,179,TRUE,147,,3,750,0,0,0,750,0,1
193,61,02/23/2021,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,71285,,02/19/2021,03/11/2021,,,,02/19/2021,61,2014HM,02/23/2021,61,2014HM,02/23/2021,61,2014HM,350,0,0,0,0,0,350,0,0,0,0,193,TRUE,147,,3,350,0,0,0,350,0,1
194,61,03/16/2021,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,72711,,03/12/2021,04/01/2021,,,,03/16/2021,61,2014HM,03/16/2021,61,2014HM,03/16/2021,61,2014HM,400,0,0,0,0,0,400,0,0,0,0,194,TRUE,147,,3,400,0,0,0,400,0,1
302,61,02/25/2021,17,20971824000,20971824000                              `,FarmForward Innovations,IDMV,4831LC,4380LH,71782,,02/20/2021,03/12/2021,,,,02/25/2021,61,2014HM,02/25/2021,61,2014HM,02/25/2021,61,2014HM,1250,0,0,0,0,0,1250,0,0,0,0,302,TRUE,147,,3,1250,0,0,0,1250,0,1
299,61,02/25/2021,16,21747927000,21747927000                              `,ClearCut Calculations,IDMV,4831LC,4380LH,71755,,02/20/2021,03/12/2021,,,,02/25/2021,61,2014HM,02/25/2021,61,2014HM,02/25/2021,61,2014HM,1550,0,0,0,0,0,1550,0,0,0,0,299,TRUE,147,,3,1550,0,0,0,1550,0,1
295,61,03/09/2021,12,25103704500,25103704500                              `,ProsperPath Investments,IDMV,4380LH,2505CC,72537,,03/06/2021,03/26/2021,,,,03/09/2021,61,2014HM,03/09/2021,61,2014HM,03/09/2021,61,2014HM,1075,0,0,0,0,0,1075,0,0,0,0,295,TRUE,147,,3,1075,0,0,0,1075,0,1
319,61,02/15/2021,22,22422573000,22422573000                              `,InfinityItems Retail,IDMV,4831LC,4380LH,71043,,02/09/2021,03/01/2021,,,,02/15/2021,61,2014HM,02/15/2021,61,2014HM,02/15/2021,61,2014HM,600,0,0,0,0,0,600,0,0,0,0,319,TRUE,147,,3,600,0,0,0,600,0,1
307,61,03/09/2021,18,23344078500,23344078500                              `,BeaconBridge Banking,IDMV,4380LH,2505CC,72538,,03/06/2021,03/26/2021,,,,03/09/2021,61,2014HM,03/09/2021,61,2014HM,03/09/2021,61,2014HM,1075,0,0,0,0,0,1075,0,0,0,0,307,TRUE,147,,3,1075,0,0,0,1075,0,1
314,61,03/16/2021,24,24744118500,24744118500                              `,NextGen Wealth Management,IDMV,4380LH,2505CC,72756,,03/15/2021,04/04/2021,,,,03/16/2021,61,2014HM,03/16/2021,61,2014HM,03/16/2021,61,2014HM,1000,0,0,0,0,0,1000,0,0,0,0,314,TRUE,147,,3,1000,0,0,0,1000,0,1
311,61,03/09/2021,19,26265427500,26265427500                              `,BrightHorizon Enterprises,IDMV,4380LH,2505CC,72526,,03/06/2021,03/26/2021,,,,03/09/2021,61,2014HM,03/09/2021,61,2014HM,03/09/2021,61,2014HM,1075,0,0,0,0,0,1075,0,0,0,0,311,TRUE,147,,3,1075,0,0,0,1075,0,1
151,61,03/16/2021,5,34283535000,34283535000                              `,HorizonBank Corp,IDMV,4380LH,2505CC,72738,,03/13/2021,04/02/2021,,,,03/16/2021,61,2014HM,03/16/2021,61,2014HM,03/16/2021,61,2014HM,1500,0,0,0,0,0,1500,0,0,0,0,151,TRUE,147,,3,1500,0,0,0,1500,0,1
158,61,03/16/2021,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,72731,,03/13/2021,04/02/2021,,,,03/16/2021,61,2014HM,03/16/2021,61,2014HM,03/16/2021,61,2014HM,1800,0,0,0,0,0,1800,0,0,0,0,158,TRUE,147,,3,1800,0,0,0,1800,0,1
310,61,01/04/2021,19,26265427500,26265427500                              `,BrightHorizon Enterprises,IDMV,4380LH,2505CC,69254,,12/27/2020,01/16/2021,,,,01/03/2021,102,2952NF,01/04/2021,84,4380LH,01/04/2021,61,2014HM,475,0,0,0,0,0,475,0,0,0,0,310,TRUE,147,,3,475,0,0,0,475,0,1
231,61,03/01/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,71900,,02/28/2021,03/20/2021,,,,03/01/2021,61,2014HM,03/01/2021,61,2014HM,03/01/2021,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,231,TRUE,1413,,3,650,0,0,0,650,0,1
560,61,03/01/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,70154,,02/01/2021,02/21/2021,,,,03/01/2021,61,2014HM,03/01/2021,61,2014HM,03/01/2021,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,560,TRUE,1413,,3,650,0,0,0,650,0,1
235,61,06/11/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,77899,,06/01/2021,06/21/2021,,,,06/03/2021,61,2014HM,06/11/2021,61,2014HM,06/11/2021,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,235,TRUE,1413,,3,650,0,0,0,650,0,1
241,61,12/13/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,83580,,12/08/2021,12/28/2021,,,,12/13/2021,61,2014HM,12/13/2021,61,2014HM,12/13/2021,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,241,TRUE,1628,,2,650,0,0,0,650,0,1
250,61,07/11/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,97797,,07/05/2022,07/25/2022,,,,07/11/2022,61,2014HM,07/11/2022,61,2014HM,07/11/2022,61,2014HM,900,0,0,0,0,0,900,0,0,0,0,250,TRUE,1621,,3,900,0,0,0,900,0,1
320,61,12/13/2021,22,22422573000,22422573000                              `,InfinityItems Retail,IDMV,4831LC,4380LH,83708,,12/08/2021,12/28/2021,,,,12/13/2021,61,2014HM,12/13/2021,61,2014HM,12/13/2021,61,2014HM,300.35,0,300.35,0,0,0,0,0,0,0,0,320,TRUE,1627,,3,300.35,0,300.35,0,0,0,1
321,61,03/25/2022,22,22422573000,22422573000                              `,InfinityItems Retail,IDMV,4831LC,4380LH,90096,,03/21/2022,04/10/2022,,,,03/25/2022,61,2014HM,03/25/2022,61,2014HM,03/25/2022,61,2014HM,675,0,0,0,0,0,675,0,0,0,0,321,TRUE,1627,,3,675,0,0,0,675,0,1
300,61,03/24/2022,16,21747927000,21747927000                              `,ClearCut Calculations,IDMV,4831LC,4380LH,90038,,03/24/2022,04/13/2022,,,,03/24/2022,61,2014HM,03/24/2022,61,2014HM,03/24/2022,61,2014HM,1705,0,0,0,0,0,1705,0,0,0,0,300,TRUE,1627,,3,1705,0,0,0,1705,0,1
44,61,04/28/2021,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,74884,,04/27/2021,05/17/2021,,,,04/28/2021,61,2014HM,04/28/2021,61,2014HM,04/28/2021,61,2014HM,798,0,0,0,0,0,798,0,0,0,0,44,TRUE,147,,3,798,0,0,0,798,0,1
50,61,01/05/2022,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,84825,,01/04/2022,01/24/2022,,,,01/04/2022,61,2014HM,01/05/2022,61,2014HM,01/05/2022,61,2014HM,70,0,70,0,0,0,0,0,0,0,0,50,TRUE,1629,,2,70,0,70,0,0,0,1
596,61,02/04/2022,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,87440,,02/03/2022,02/23/2022,,,,02/04/2022,61,2014HM,02/04/2022,61,2014HM,02/04/2022,61,2014HM,70,0,70,0,0,0,0,0,0,0,0,596,TRUE,1629,,2,70,0,70,0,0,0,1
597,61,03/08/2022,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,88698,,03/04/2022,03/24/2022,,,,03/07/2022,61,2014HM,03/07/2022,61,2014HM,03/07/2022,61,2014HM,140,0,140,0,0,0,0,0,0,0,0,597,TRUE,1629,,3,140,0,140,0,0,0,1
52,61,04/15/2022,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,91546,,04/06/2022,04/26/2022,,,,04/06/2022,61,2014HM,04/14/2022,61,2014HM,04/14/2022,61,2014HM,105,0,105,0,0,0,0,0,0,0,0,52,TRUE,1629,,3,105,0,105,0,0,0,1
132,61,01/05/2022,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,84826,,01/04/2022,01/24/2022,,,,01/04/2022,61,2014HM,01/05/2022,61,2014HM,01/05/2022,61,2014HM,70,0,70,0,0,0,0,0,0,0,0,132,TRUE,1629,,3,70,0,70,0,0,0,1
133,61,03/22/2022,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,89872,,03/14/2022,04/03/2022,,,,03/22/2022,61,2014HM,03/22/2022,61,2014HM,03/22/2022,61,2014HM,840,0,0,0,0,0,840,0,0,0,0,133,TRUE,1627,,3,840,0,0,0,840,0,1
135,61,04/15/2022,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,91469,,04/06/2022,04/26/2022,,,,04/06/2022,61,2014HM,04/14/2022,61,2014HM,04/14/2022,61,2014HM,70,0,70,0,0,0,0,0,0,0,0,135,TRUE,1629,,3,70,0,70,0,0,0,1
557,61,09/02/2022,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,99740,,09/02/2022,09/22/2022,,,,09/02/2022,84,4380LH,09/02/2022,84,4380LH,09/02/2022,61,2014HM,3750,0,0,0,0,0,3750,0,0,0,0,557,TRUE,1627,,3,3750,0,0,0,3750,0,1
169,61,09/06/2022,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,99750,,09/03/2022,09/23/2022,,,,09/06/2022,84,4380LH,09/03/2022,84,4380LH,09/06/2022,61,2014HM,1250,0,0,0,0,0,1250,0,0,0,0,169,TRUE,1627,,3,1250,0,0,0,1250,0,1
237,61,08/06/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,79009,,08/01/2021,08/21/2021,,,,07/29/2021,61,2014HM,08/04/2021,58,2994LL,08/06/2021,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,237,TRUE,1628,,3,650,0,0,0,650,0,1
245,61,04/11/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,90682,,04/01/2022,04/21/2022,,,,04/02/2022,61,2014HM,04/10/2022,73,4831LC,04/11/2022,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,245,TRUE,1628,,3,650,0,0,0,650,0,1
248,61,06/06/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,95723,,06/01/2022,06/21/2022,,,,06/01/2022,61,2014HM,06/03/2022,73,4831LC,06/06/2022,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,248,TRUE,1628,,3,650,0,0,0,650,0,1
243,61,02/03/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,86856,,02/01/2022,02/21/2022,,,,02/03/2022,61,2014HM,02/03/2022,73,4831LC,02/03/2022,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,243,TRUE,1628,,2,650,0,0,0,650,0,1
130,61,10/13/2021,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,81304,,10/08/2021,10/28/2021,,,,10/13/2021,61,2014HM,10/13/2021,61,2014HM,10/13/2021,61,2014HM,210,0,210,0,0,0,0,0,0,0,0,130,TRUE,1629,,2,210,0,210,0,0,0,1
136,61,07/08/2022,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,95994,,06/28/2022,07/18/2022,,,,06/28/2022,61,2014HM,07/08/2022,61,2014HM,07/08/2022,61,2014HM,70,0,70,0,0,0,0,0,0,0,0,136,TRUE,1629,,3,70,0,70,0,0,0,1
47,61,10/13/2021,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,81275,,10/08/2021,10/28/2021,,,,10/13/2021,61,2014HM,10/13/2021,61,2014HM,10/13/2021,61,2014HM,560,0,560,0,0,0,0,0,0,0,0,47,TRUE,1629,,3,560,0,560,0,0,0,1
54,61,07/08/2022,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,96149,,06/28/2022,07/18/2022,,,,06/28/2022,61,2014HM,07/08/2022,61,2014HM,07/08/2022,61,2014HM,105,0,105,0,0,0,0,0,0,0,0,54,TRUE,1629,,3,105,0,105,0,0,0,1
240,61,11/03/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,82228,,11/01/2021,11/21/2021,,,,10/28/2021,61,2014HM,11/03/2021,61,2014HM,11/03/2021,61,2014HM,650,0,0,0,0,0,650,0,0,0,0,240,TRUE,1628,,2,650,0,0,0,650,0,1
255,61,08/31/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,99495,,08/26/2022,09/15/2022,,,,08/31/2022,61,2014HM,08/31/2022,61,2014HM,08/31/2022,61,2014HM,236,0,0,0,0,0,236,0,0,0,0,255,TRUE,1628,,3,236,0,0,0,236,0,1
257,61,10/14/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,101924,,10/06/2022,10/26/2022,,,,10/14/2022,61,2014HM,10/14/2022,61,2014HM,10/14/2022,61,2014HM,900,0,0,0,0,0,900,0,0,0,0,257,TRUE,1628,,3,900,0,0,0,900,0,1
48,61,11/05/2021,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,82651,,11/03/2021,11/23/2021,,,,11/02/2021,61,2014HM,11/05/2021,61,2014HM,11/05/2021,61,2014HM,140,0,140,0,0,0,0,0,0,0,0,48,TRUE,1629,,2,140,0,140,0,0,0,1
252,61,08/05/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,98711,,07/28/2022,08/17/2022,,,,08/03/2022,61,2014HM,08/03/2022,61,2014HM,08/05/2022,61,2014HM,263.2,0,0,0,0,0,263.2,0,0,0,0,252,TRUE,1621,,3,263.2,0,0,0,263.2,0,1
664,61,04/26/2023,16,21747927000,21747927000                              `,ClearCut Calculations,IDMV,4831LC,4380LH,111267,,04/26/2023,05/16/2023,,,,04/26/2023,84,4380LH,04/26/2023,61,2014HM,04/26/2023,61,2014HM,500,0,500,0,0,0,0,0,0,0,0,664,TRUE,1627,,3,500,0,500,0,0,0,1
181,61,03/30/2022,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,90477,,03/25/2022,04/14/2022,,,,03/30/2022,61,2014HM,03/30/2022,61,2014HM,03/30/2022,61,2014HM,1525,0,0,0,0,0,1525,0,0,0,0,181,TRUE,1627,,3,1525,0,0,0,1525,0,1
668,61,04/26/2023,22,22422573000,22422573000                              `,InfinityItems Retail,IDMV,4831LC,4380LH,111507,,04/26/2023,05/16/2023,,,,04/26/2023,61,2014HM,04/26/2023,61,2014HM,04/26/2023,61,2014HM,745,0,0,0,0,0,745,0,0,0,0,668,TRUE,1627,,3,745,0,0,0,745,0,1
296,61,03/10/2022,12,25103704500,25103704500                              `,ProsperPath Investments,IDMV,4380LH,2505CC,89142,,03/03/2022,03/23/2022,,,,03/09/2022,61,2014HM,03/10/2022,61,2014HM,03/10/2022,61,2014HM,1600,0,0,0,0,0,1600,0,0,0,0,296,TRUE,1627,,2,1600,0,0,0,1600,0,1
312,61,03/09/2022,19,26265427500,26265427500                              `,BrightHorizon Enterprises,IDMV,4380LH,2505CC,89115,,03/03/2022,03/23/2022,,,,03/08/2022,61,2014HM,03/09/2022,61,2014HM,03/09/2022,61,2014HM,1650,0,0,0,0,0,1650,0,0,0,0,312,TRUE,1627,,3,1650,0,0,0,1650,0,1
308,61,03/10/2022,18,23344078500,23344078500                              `,BeaconBridge Banking,IDMV,4380LH,2505CC,89136,,03/03/2022,03/23/2022,,,,03/09/2022,61,2014HM,03/10/2022,61,2014HM,03/10/2022,61,2014HM,1600,0,0,0,0,0,1600,0,0,0,0,308,TRUE,1627,,3,1600,0,0,0,1600,0,1
324,61,03/09/2022,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,89140,,03/03/2022,03/23/2022,,,,03/09/2022,61,2014HM,03/09/2022,61,2014HM,03/09/2022,61,2014HM,300,0,0,0,0,0,300,0,0,0,0,324,TRUE,1627,,3,300,0,0,0,300,0,1
669,61,07/07/2022,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,97650,,07/07/2022,07/27/2022,,,,07/07/2022,61,2014HM,07/07/2022,61,2014HM,07/07/2022,61,2014HM,250,0,0,0,0,0,250,0,0,0,0,669,TRUE,1629,,3,250,0,0,0,250,0,1
670,61,10/05/2022,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,100973,,10/01/2022,10/21/2022,,,,10/05/2022,61,2014HM,10/05/2022,61,2014HM,10/05/2022,61,2014HM,125,0,0,0,0,0,125,0,0,0,0,670,TRUE,1628,,3,125,0,0,0,125,0,1
563,61,11/22/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,104712,,11/07/2022,11/27/2022,,,,11/22/2022,61,2014HM,11/22/2022,61,2014HM,11/22/2022,61,2014HM,900,0,0,0,0,0,900,0,0,0,0,563,TRUE,1627,,3,900,0,0,0,900,0,1
259,61,11/07/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,103888,,11/04/2022,11/24/2022,,,,11/07/2022,61,2014HM,11/07/2022,61,2014HM,11/07/2022,61,2014HM,176,0,0,0,0,0,176,0,0,0,0,259,TRUE,1628,,2,176,0,0,0,176,0,1
648,61,09/27/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,100590,,09/23/2022,10/13/2022,,,,09/27/2022,61,2014HM,09/27/2022,61,2014HM,09/27/2022,61,2014HM,263.2,0,0,0,0,0,263.2,0,0,0,0,648,TRUE,1628,,2,263.2,0,0,0,263.2,0,1
