ledger_entry_KEY,update__staff_KEY,update_date_utc,bank_account_KEY,bank_account__bank_account_id,bank_account__bank_account_id_sortable,bank_account__description,control_date,submittal_status_KEY,digita_vat_period_KEY,ledger_entry_subtype_KEY,ledger_entry_type_KEY,ledger_entry_type__ledger_entry_type_id,ledger_entry_type__ledger_entry_type_id_sortable,ledger_entry_type__description,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office__office_id,client__partner__staff__staff_id,client__manager__staff__staff_id,entry_date,reference,normal_sign,debit_amount,credit_amount,amount,open_date,posted_open_amount,live_open_amount,posted_closed_amount,live_closed_amount,posted_application_count,comments,internal_comments,approved_date,approved__staff_KEY,approved__staff__staff_id,approved__staff__staff_id_sortable,posted_date,posted__staff_KEY,posted__staff__staff_id,posted__staff__staff_id_sortable,entry_number,digita_tax_point_date_override,digita_proforma__ledger_entry_KEY,void_date,is_posted,is_approved
165,102,03/02/2018,,,,,03/01/2018,,,1,1,INV,INV,Invoice,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,03/01/2018,,1,900,0,900,01/01/2079,0,0,900,900,1,,,03/02/2018,102,2952NF,2952NF,03/02/2018,102,2952NF,2952NF,38092,,,,TRUE,TRUE
166,61,04/17/2019,,,,,04/17/2019,,,1,1,INV,INV,Invoice,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,04/17/2019,,1,1152.5,0,1152.5,01/01/2079,0,0,1152.5,1152.5,1,,,04/17/2019,76,4337JW,4337JW,04/17/2019,61,2014HM,2014HM,50682,,,,TRUE,TRUE
167,102,03/09/2020,,,,,03/07/2020,,,1,1,INV,INV,Invoice,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,03/07/2020,,1,1094.95,0,1094.95,01/01/2079,0,0,1094.95,1094.95,1,,,03/09/2020,76,4337JW,4337JW,03/09/2020,102,2952NF,2952NF,60402,,,,TRUE,TRUE
168,61,02/02/2022,,,,,01/31/2022,,,1,1,INV,INV,Invoice,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,01/31/2022,,1,20,0,20,01/01/2079,0,0,20,20,1,,,02/02/2022,61,2014HM,2014HM,02/02/2022,61,2014HM,2014HM,86926,,,,TRUE,TRUE
169,61,09/06/2022,,,,,09/03/2022,,,1,1,INV,INV,Invoice,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,09/03/2022,,1,1250,0,1250,01/01/2079,0,0,1250,1250,1,,,09/03/2022,84,4380LH,4380LH,09/06/2022,61,2014HM,2014HM,99750,,,,TRUE,TRUE
170,61,01/02/2018,,,,,12/31/2015,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,12/31/2015,,1,520,0,520,01/01/2079,0,0,520,520,1,,,01/13/2016,70,3321MC,3321MC,01/13/2016,61,2014HM,2014HM,19019,,,,TRUE,TRUE
171,92,01/02/2018,,,,,04/30/2016,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,04/30/2016,,1,1200,0,1200,01/01/2079,0,0,1200,1200,1,,,05/04/2016,70,3321MC,3321MC,05/04/2016,61,2014HM,2014HM,22208,,,,TRUE,TRUE
172,104,01/01/2018,,,,,12/31/2016,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,12/31/2016,,1,520,0,520,01/01/2079,0,0,520,520,1,,,01/09/2017,70,3321MC,3321MC,01/09/2017,102,2952NF,2952NF,27536,,,,TRUE,TRUE
173,104,01/01/2018,,,,,01/31/2017,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,01/31/2017,,1,101.25,0,101.25,01/01/2079,0,0,101.25,101.25,1,,,02/03/2017,70,3321MC,3321MC,02/04/2017,61,2014HM,2014HM,28004,,,,TRUE,TRUE
174,83,12/31/2017,,,,,04/30/2017,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,04/30/2017,,1,1275,0,1275,01/01/2079,0,0,1275,1275,1,,,05/06/2017,70,3321MC,3321MC,05/08/2017,102,2952NF,2952NF,30964,,,,TRUE,TRUE
175,102,03/05/2018,,,,,02/28/2018,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,02/28/2018,,1,1300,0,1300,01/01/2079,0,0,1300,1300,1,,,03/05/2018,70,3321MC,3321MC,03/05/2018,102,2952NF,2952NF,38162,,,,TRUE,TRUE
176,102,03/10/2019,,,,,02/28/2019,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,02/28/2019,,1,1347.5,0,1347.5,01/01/2079,0,0,1347.5,1347.5,1,,,03/09/2019,70,3321MC,3321MC,03/09/2019,102,2952NF,2952NF,49218,,,,TRUE,TRUE
177,61,04/09/2020,,,,,03/31/2020,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,03/31/2020,,1,1397.5,0,1397.5,01/01/2079,0,0,1397.5,1397.5,1,,,04/07/2020,70,3321MC,3321MC,04/09/2020,61,2014HM,2014HM,61269,,,,TRUE,TRUE
178,61,01/07/2021,,,,,12/27/2020,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,12/27/2020,,1,700,0,700,01/01/2079,0,0,700,700,1,,,01/07/2021,61,2014HM,2014HM,01/07/2021,61,2014HM,2014HM,69205,,,,TRUE,TRUE
179,61,03/08/2021,,,,,03/04/2021,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,03/04/2021,,1,750,0,750,01/01/2079,0,0,750,750,1,,,03/08/2021,61,2014HM,2014HM,03/08/2021,61,2014HM,2014HM,72434,,,,TRUE,TRUE
180,61,02/04/2022,,,,,01/12/2022,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,01/12/2022,,1,175,0,175,01/01/2079,0,0,175,175,1,,,02/04/2022,70,3321MC,3321MC,02/04/2022,61,2014HM,2014HM,85461,,,,TRUE,TRUE
181,61,03/30/2022,,,,,03/25/2022,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,03/25/2022,,1,1525,0,1525,01/01/2079,0,0,1525,1525,1,,,03/30/2022,61,2014HM,2014HM,03/30/2022,61,2014HM,2014HM,90477,,,,TRUE,TRUE
182,61,02/27/2023,,,,,02/17/2023,,,1,1,INV,INV,Invoice,11,37285951500,37285951500                              `,TrustTide Banking,WACL,3321MC,4081OL,02/27/2023,,1,1754,0,1754,01/01/2079,0,0,1754,1754,1,,,02/27/2023,61,2014HM,2014HM,02/27/2023,61,2014HM,2014HM,110065,,,,TRUE,TRUE
183,61,01/02/2018,,,,,12/31/2015,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,12/31/2015,,1,280,0,280,01/01/2079,0,0,280,280,1,,,01/13/2016,70,3321MC,3321MC,01/13/2016,61,2014HM,2014HM,19020,,,,TRUE,TRUE
184,61,01/02/2018,,,,,04/30/2016,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,04/30/2016,,1,875,0,875,01/01/2079,0,0,875,875,1,,,05/04/2016,70,3321MC,3321MC,05/04/2016,61,2014HM,2014HM,22209,,,,TRUE,TRUE
185,102,01/01/2018,,,,,12/31/2016,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,12/31/2016,,1,280,0,280,01/01/2079,0,0,280,280,1,,,01/09/2017,70,3321MC,3321MC,01/09/2017,102,2952NF,2952NF,27537,,,,TRUE,TRUE
186,102,05/08/2017,,,,,04/30/2017,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,04/30/2017,,1,950,0,950,01/01/2079,0,0,950,950,1,,,05/06/2017,70,3321MC,3321MC,05/08/2017,102,2952NF,2952NF,30965,,,,TRUE,TRUE
187,102,01/09/2018,,,,,12/29/2017,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,12/29/2017,,1,350,0,350,01/01/2079,0,0,350,350,1,,,01/08/2018,70,3321MC,3321MC,01/08/2018,102,2952NF,2952NF,36252,,,,TRUE,TRUE
188,102,05/03/2018,,,,,04/30/2018,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,04/30/2018,,1,650,0,650,01/01/2079,0,0,650,650,1,,,05/02/2018,70,3321MC,3321MC,05/03/2018,102,2952NF,2952NF,41018,,,,TRUE,TRUE
189,61,12/07/2018,,,,,11/30/2018,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,11/30/2018,,1,407,0,407,01/01/2079,0,0,407,407,1,,,12/07/2018,70,3321MC,3321MC,12/07/2018,61,2014HM,2014HM,46096,,,,TRUE,TRUE
190,61,04/17/2019,,,,,03/31/2019,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,03/31/2019,,1,650,0,650,01/01/2079,0,0,650,650,1,,,04/17/2019,70,3321MC,3321MC,04/17/2019,61,2014HM,2014HM,50104,,,,TRUE,TRUE
191,102,01/09/2020,,,,,12/31/2019,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,12/31/2019,,1,340,0,340,01/01/2079,0,0,340,340,1,,,01/09/2020,70,3321MC,3321MC,01/09/2020,102,2952NF,2952NF,58512,,,,TRUE,TRUE
192,102,06/12/2020,,,,,05/31/2020,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,05/31/2020,,1,700,0,700,01/01/2079,0,0,700,700,1,,,06/09/2020,70,3321MC,3321MC,06/11/2020,102,2952NF,2952NF,63500,,,,TRUE,TRUE
193,61,02/23/2021,,,,,02/19/2021,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,02/19/2021,,1,350,0,350,01/01/2079,0,0,350,350,1,,,02/23/2021,61,2014HM,2014HM,02/23/2021,61,2014HM,2014HM,71285,,,,TRUE,TRUE
194,61,03/16/2021,,,,,03/12/2021,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,03/12/2021,,1,400,0,400,01/01/2079,0,0,400,400,1,,,03/16/2021,61,2014HM,2014HM,03/16/2021,61,2014HM,2014HM,72711,,,,TRUE,TRUE
195,61,02/04/2022,,,,,01/12/2022,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,01/12/2022,,1,275,0,275,01/01/2079,0,0,275,275,1,,,02/04/2022,70,3321MC,3321MC,02/04/2022,61,2014HM,2014HM,85462,,,,TRUE,TRUE
196,61,04/20/2022,,,,,04/08/2022,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,04/08/2022,,1,787.5,0,787.5,01/01/2079,0,0,787.5,787.5,1,,,04/20/2022,61,2014HM,2014HM,04/20/2022,61,2014HM,2014HM,92193,,,,TRUE,TRUE
197,61,04/18/2023,,,,,04/10/2023,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,04/18/2023,,1,905,0,905,01/01/2079,0,0,905,905,1,,,04/18/2023,61,2014HM,2014HM,04/18/2023,61,2014HM,2014HM,114653,,,,TRUE,TRUE
198,102,12/31/2017,,,,,05/02/2017,,,1,1,INV,INV,Invoice,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,04/30/2017,,1,837.25,0,837.25,01/01/2079,0,0,837.25,837.25,1,,,05/08/2017,102,2952NF,2952NF,05/08/2017,102,2952NF,2952NF,30465,,,,TRUE,TRUE
199,102,04/01/2018,,,,,03/24/2018,,,1,1,INV,INV,Invoice,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,03/24/2018,,1,880.33,0,880.33,01/01/2079,0,0,880.33,880.33,1,,,03/30/2018,102,2952NF,2952NF,04/01/2018,102,2952NF,2952NF,38766,,,,TRUE,TRUE
200,61,04/17/2019,,,,,04/17/2019,,,1,1,INV,INV,Invoice,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,04/17/2019,,1,791.25,0,791.25,01/01/2079,0,0,791.25,791.25,1,,,04/17/2019,76,4337JW,4337JW,04/17/2019,61,2014HM,2014HM,50690,,,,TRUE,TRUE
201,102,04/03/2020,,,,,03/23/2020,,,1,1,INV,INV,Invoice,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,03/23/2020,,1,800,0,800,01/01/2079,0,0,800,800,1,,,03/31/2020,76,4337JW,4337JW,04/03/2020,102,2952NF,2952NF,60782,,,,TRUE,TRUE
202,61,06/04/2021,,,,,04/22/2021,,,1,1,INV,INV,Invoice,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,04/22/2021,,1,2000,0,2000,01/01/2079,0,0,2000,2000,1,,,06/04/2021,61,2014HM,2014HM,06/04/2021,61,2014HM,2014HM,74753,,,,TRUE,TRUE
203,83,12/30/2017,,,,,08/30/2017,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,08/30/2017,,1,1325,0,1325,01/01/2079,0,0,1325,1325,1,,,09/05/2017,73,4831LC,4831LC,09/06/2017,102,2952NF,2952NF,33306,,,,TRUE,TRUE
204,83,12/30/2017,,,,,09/30/2017,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,09/30/2017,,1,1875,0,1875,01/01/2079,0,0,1875,1875,1,,,10/03/2017,73,4831LC,4831LC,10/04/2017,102,2952NF,2952NF,34034,,,,TRUE,TRUE
205,83,12/30/2017,,,,,10/31/2017,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,10/31/2017,,1,3903.75,0,3903.75,01/01/2079,0,0,3903.75,3903.75,1,,,11/02/2017,73,4831LC,4831LC,11/03/2017,102,2952NF,2952NF,35064,,,,TRUE,TRUE
206,76,12/30/2017,,,,,11/30/2017,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,11/30/2017,,1,758.25,0,758.25,01/01/2079,0,0,758.25,758.25,1,,,12/08/2017,73,4831LC,4831LC,12/11/2017,102,2952NF,2952NF,35813,,,,TRUE,TRUE
207,102,01/08/2018,,,,,12/31/2017,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,12/31/2017,,1,302.25,0,302.25,01/01/2079,0,0,302.25,302.25,1,,,01/08/2018,73,4831LC,4831LC,01/08/2018,102,2952NF,2952NF,36450,,,,TRUE,TRUE
208,102,02/05/2018,,,,,01/31/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,01/31/2018,,1,1621.2,0,1621.2,01/01/2079,0,0,1621.2,1621.2,1,,,02/05/2018,73,4831LC,4831LC,02/05/2018,102,2952NF,2952NF,37638,,,,TRUE,TRUE
209,102,03/05/2018,,,,,03/05/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,02/28/2018,,1,755.69,0,755.69,01/01/2079,0,0,755.69,755.69,1,,,03/05/2018,73,4831LC,4831LC,03/05/2018,102,2952NF,2952NF,38389,,,,TRUE,TRUE
210,61,04/06/2018,,,,,03/31/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,03/31/2018,,1,1557.75,0,1557.75,01/01/2079,0,0,1557.75,1557.75,1,,,04/02/2018,73,4831LC,4831LC,04/06/2018,61,2014HM,2014HM,39345,,,,TRUE,TRUE
211,102,05/03/2018,,,,,04/30/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,04/30/2018,,1,294.5,0,294.5,01/01/2079,0,0,294.5,294.5,1,,,05/01/2018,73,4831LC,4831LC,05/03/2018,102,2952NF,2952NF,40703,,,,TRUE,TRUE
212,102,06/07/2018,,,,,06/06/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,06/06/2018,,1,668.5,0,668.5,01/01/2079,0,0,668.5,668.5,1,,,06/06/2018,73,4831LC,4831LC,06/07/2018,102,2952NF,2952NF,42019,,,,TRUE,TRUE
213,102,07/05/2018,,,,,06/30/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,06/30/2018,,1,156.5,0,156.5,01/01/2079,0,0,156.5,156.5,1,,,07/05/2018,73,4831LC,4831LC,07/05/2018,102,2952NF,2952NF,42654,,,,TRUE,TRUE
214,61,08/08/2018,,,,,07/31/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,07/31/2018,,1,319.5,0,319.5,01/01/2079,0,0,319.5,319.5,1,,,08/08/2018,73,4831LC,4831LC,08/08/2018,61,2014HM,2014HM,43380,,,,TRUE,TRUE
215,102,09/08/2018,,,,,08/31/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,08/31/2018,,1,1219.2,0,1219.2,01/01/2079,0,0,1219.2,1219.2,1,,,09/07/2018,73,4831LC,4831LC,09/08/2018,102,2952NF,2952NF,43726,,,,TRUE,TRUE
216,102,10/09/2018,,,,,09/30/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,09/30/2018,,1,353.5,0,353.5,01/01/2079,0,0,353.5,353.5,1,,,10/08/2018,58,2994LL,2994LL,10/08/2018,102,2952NF,2952NF,44817,,,,TRUE,TRUE
217,102,11/12/2018,,,,,11/06/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,10/31/2018,,1,215.5,0,215.5,01/01/2079,0,0,215.5,215.5,1,,,11/12/2018,102,2952NF,2952NF,11/12/2018,102,2952NF,2952NF,45730,,,,TRUE,TRUE
218,102,01/08/2019,,,,,12/31/2018,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,12/31/2018,,1,151,0,151,01/01/2079,0,0,151,151,1,,,01/08/2019,102,2952NF,2952NF,01/08/2019,102,2952NF,2952NF,47228,,,,TRUE,TRUE
219,102,03/06/2020,,,,,02/13/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,02/13/2020,,1,1950,0,1950,01/01/2079,0,0,1950,1950,1,,,03/05/2020,58,2994LL,2994LL,03/06/2020,102,2952NF,2952NF,59801,,,,TRUE,TRUE
220,102,03/06/2020,,,,,02/29/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,02/29/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,03/05/2020,58,2994LL,2994LL,03/06/2020,102,2952NF,2952NF,60063,,,,TRUE,TRUE
221,61,04/11/2020,,,,,03/31/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,03/31/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,04/10/2020,58,2994LL,2994LL,04/11/2020,61,2014HM,2014HM,60833,,,,TRUE,TRUE
222,102,05/11/2020,,,,,04/30/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,04/30/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,05/11/2020,58,2994LL,2994LL,05/11/2020,102,2952NF,2952NF,62178,,,,TRUE,TRUE
223,61,06/17/2020,,,,,05/31/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,05/31/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,06/17/2020,58,2994LL,2994LL,06/17/2020,61,2014HM,2014HM,63284,,,,TRUE,TRUE
224,61,07/23/2020,,,,,06/30/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,06/30/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,07/20/2020,58,2994LL,2994LL,07/22/2020,61,2014HM,2014HM,63804,,,,TRUE,TRUE
225,102,08/10/2020,,,,,07/31/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,07/31/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,08/07/2020,58,2994LL,2994LL,08/10/2020,102,2952NF,2952NF,64980,,,,TRUE,TRUE
226,61,09/09/2020,,,,,08/31/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,08/31/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,09/09/2020,61,2014HM,2014HM,09/09/2020,61,2014HM,2014HM,65626,,,,TRUE,TRUE
227,61,10/14/2020,,,,,09/30/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,09/30/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,10/14/2020,61,2014HM,2014HM,10/14/2020,61,2014HM,2014HM,66245,,,,TRUE,TRUE
228,61,11/10/2020,,,,,10/31/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,10/31/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,11/10/2020,58,2994LL,2994LL,11/10/2020,61,2014HM,2014HM,66844,,,,TRUE,TRUE
229,61,12/15/2020,,,,,11/30/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,11/30/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,12/15/2020,58,2994LL,2994LL,12/15/2020,61,2014HM,2014HM,68212,,,,TRUE,TRUE
230,61,01/13/2021,,,,,12/31/2020,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,12/31/2020,,1,650,0,650,01/01/2079,0,0,650,650,1,,,01/11/2021,58,2994LL,2994LL,01/12/2021,61,2014HM,2014HM,69029,,,,TRUE,TRUE
231,61,03/01/2021,,,,,02/28/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,02/28/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,03/01/2021,61,2014HM,2014HM,03/01/2021,61,2014HM,2014HM,71900,,,,TRUE,TRUE
232,61,04/09/2021,,,,,03/31/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,03/31/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,04/09/2021,61,2014HM,2014HM,04/09/2021,61,2014HM,2014HM,73033,,,,TRUE,TRUE
233,61,04/25/2021,,,,,04/20/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,04/20/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,04/25/2021,61,2014HM,2014HM,04/25/2021,61,2014HM,2014HM,74578,,,,TRUE,TRUE
234,61,05/18/2021,,,,,05/13/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,05/13/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,05/18/2021,61,2014HM,2014HM,05/18/2021,61,2014HM,2014HM,75921,,,,TRUE,TRUE
235,61,06/11/2021,,,,,06/01/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,06/01/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,06/11/2021,61,2014HM,2014HM,06/11/2021,61,2014HM,2014HM,77899,,,,TRUE,TRUE
236,61,07/12/2021,,,,,07/01/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,07/01/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,07/06/2021,58,2994LL,2994LL,07/12/2021,61,2014HM,2014HM,78573,,,,TRUE,TRUE
237,61,08/06/2021,,,,,08/01/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,08/01/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,08/04/2021,58,2994LL,2994LL,08/06/2021,61,2014HM,2014HM,79009,,,,TRUE,TRUE
238,61,09/02/2021,,,,,09/01/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,09/01/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,09/02/2021,58,2994LL,2994LL,09/02/2021,61,2014HM,2014HM,79781,,,,TRUE,TRUE
239,61,10/13/2021,,,,,10/01/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,10/01/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,10/06/2021,58,2994LL,2994LL,10/13/2021,61,2014HM,2014HM,81084,,,,TRUE,TRUE
240,61,11/03/2021,,,,,11/01/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,11/01/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,11/03/2021,61,2014HM,2014HM,11/03/2021,61,2014HM,2014HM,82228,,,,TRUE,TRUE
241,61,12/13/2021,,,,,12/01/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,12/08/2021,,1,650,0,650,01/01/2079,0,0,650,650,1,,,12/13/2021,61,2014HM,2014HM,12/13/2021,61,2014HM,2014HM,83580,,,,TRUE,TRUE
242,61,02/03/2022,,,,,12/16/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,02/01/2022,,1,1505,0,1505,01/01/2079,0,0,1505,1505,1,,,02/03/2022,61,2014HM,2014HM,02/03/2022,61,2014HM,2014HM,84480,,,,TRUE,TRUE
