update__staff_KEY,update_date_utc,sheet_entry_KEY,ledger_entry_KEY,bill_amount_collected,surcharge_collected,discount_collected,sales_tax_collected,service_tax_collected,collected,from__ledger_entry_KEY,collection_source__ledger_entry_KEY,units_collected,time_amount_collected,time_units_collected,expense_amount_collected,expense_units_collected,progress_amount_collected
61,43462.95058,102,31,56,0,0,0,0,56,31,926,0.4,56,0.4,0,0,0
61,41957.8763,92,89,46,0,0,0,0,46,89,986,0.4,46,0.4,0,0,0
61,42339.94023,92,94,46,0,0,0,0,46,94,991,0.4,46,0.4,0,0,0
61,42394.94016,92,95,46,0,0,0,0,46,95,992,0.4,46,0.4,0,0,0
61,42339.94023,92,94,46,0,0,0,0,46,94,991,0.4,46,0.4,0,0,0
61,42143.87063,92,11,46,0,0,0,0,46,11,906,0.4,46,0.4,0,0,0
61,42143.87083,92,93,46,0,0,0,0,46,93,990,0.4,46,0.4,0,0,0
61,42394.94016,92,95,46,0,0,0,0,46,95,992,0.4,46,0.4,0,0,0
61,42600.94709,92,18,45.5,0,0,0,0,45.5,18,913,0.4,45.5,0.4,0,0,0
61,42789.96038,92,20,48,0,0,0,0,48,20,915,0.4,48,0.4,0,0,0
61,42922.87899,92,21,54,0,0,0,0,54,21,916,0.4,54,0.4,0,0,0
61,42640.80326,92,19,48,0,0,0,0,48,19,914,0.4,48,0.4,0,0,0
61,42922.87876,92,102,54,0,0,0,0,54,102,999,0.4,54,0.4,0,0,0
61,42443.93453,92,97,57.6,0,0,0,0,57.6,97,994,0.4,57.6,0.4,0,0,0
61,41739.88323,3,85,36,0,0,0,0,36,85,982,0.4,36,0.4,0,0,0
61,43907.90163,105,124,45.58,0,0,0,0,45.58,124,690,0.4,45.58,0.4,0,0,0
61,42500.8437,92,98,48,0,0,0,0,48,98,995,0.4,48,0.4,0,0,0
61,42789.9602,92,100,48,0,0,0,0,48,100,997,0.4,48,0.4,0,0,0
61,42922.87876,92,102,54,0,0,0,0,54,102,999,0.4,54,0.4,0,0,0
61,42080.93932,92,92,64.82,0,0,0,0,64.82,92,989,0.4,64.82,0.4,0,0,0
61,42600.94688,92,99,48,0,0,0,0,48,99,996,0.4,48,0.4,0,0,0
61,42541.85753,92,552,48.13,0,0,0,0,48.13,552,1067,0.4,48.13,0.4,0,0,0
61,42541.85755,53,552,56.15,0,0,0,0,56.15,552,1067,0.4,56.15,0.4,0,0,0
61,42208.84605,76,154,45.61,0,0,0,0,45.61,154,1065,0.4,45.61,0.4,0,0,0
61,43195.8706,76,554,80.23,0,0,0,0,80.23,554,1075,0.4,80.23,0.4,0,0,0
61,43195.87161,76,554,80.23,0,0,0,0,80.23,554,1076,0.4,80.23,0.4,0,0,0
61,43955.88182,84,167,22.69,0,0,0,0,22.69,167,1100,0.4,22.69,0.4,0,0,0
61,42789.95338,105,#N/A,34.31,0,0,0,0,34.31,2270,1281,0.4,34.31,0.4,0,0,0
61,42789.95338,1,#N/A,30.9,0,0,0,0,30.9,2372,2541,0.4,30.9,0.4,0,0,0
61,42150.91145,4,#N/A,43.87,0,0,0,0,43.87,2198,2197,0.4,43.87,0.4,0,0,0
61,42150.91144,70,#N/A,84.49,0,0,0,0,84.49,2511,2602,0.4,84.49,0.4,0,0,0
61,42150.91145,71,#N/A,48.73,0,0,0,0,48.73,2264,1714,0.4,48.73,0.4,0,0,0
61,43909.9439,20,309,33.63,0,0,0,0,33.63,309,1167,0.4,33.63,0.4,0,0,0
61,42996.85369,58,203,30.29,0,0,0,0,30.29,203,1139,0.4,30.29,0.4,0,0,0
61,42996.85369,58,203,30.28,0,0,0,0,30.28,203,1139,0.4,30.28,0.4,0,0,0
61,43087.92885,58,206,34.78,0,0,0,0,34.78,206,1142,0.4,34.78,0.4,0,0,0
61,43206.92741,58,210,53.32,0,0,0,0,53.32,210,1146,0.4,53.32,0.4,0,0,0
61,43143.89553,92,208,27.78,0,0,0,0,27.78,208,1144,0.4,27.78,0.4,0,0,0
61,43447.98212,94,189,271.33,0,0,0,0,271.33,189,1125,2.5,271.33,2.5,0,0,0
61,41739.88323,94,85,237.5,0,0,0,0,237.5,85,982,2.5,237.5,2.5,0,0,0
61,42208.84605,53,154,207.33,0,0,0,0,207.33,154,1065,2.5,207.33,2.5,0,0,0
61,42208.84575,53,145,523.49,0,0,0,0,523.49,145,1051,2.5,523.49,2.5,0,0,0
61,42527.88985,76,163,450,0,0,0,0,450,163,1096,2.5,450,2.5,0,0,0
61,42509.86905,94,171,338.93,0,0,0,0,338.93,171,1107,2.5,338.93,2.5,0,0,0
61,43948.906,84,298,388.67,0,0,0,0,388.67,298,1160,2.5,388.67,2.5,0,0,0
61,43909.9439,76,309,525.53,0,0,0,0,525.53,309,1167,2.5,525.53,2.5,0,0,0
61,43143.89553,96,208,173.62,0,0,0,0,173.62,208,1144,2.5,173.62,2.5,0,0,0
61,42500.84389,8,16,15,0,0,0,0,15,16,911,0.15,15,0.15,0,0,0
61,42200.89688,92,12,18.63,0,0,0,0,18.63,12,907,0.15,18.63,0.15,0,0,0
61,41929.70956,92,8,17.25,0,0,0,0,17.25,8,902,0.15,17.25,0.15,0,0,0
61,41844.8762,76,551,20.97,0,0,0,0,20.97,551,1060,0.15,20.97,0.15,0,0,0
61,41911.88707,76,551,20.97,0,0,0,0,20.97,551,1061,0.15,20.97,0.15,0,0,0
61,43195.8706,76,554,30.09,0,0,0,0,30.09,554,1075,0.15,30.09,0.15,0,0,0
61,43195.87161,76,554,30.08,0,0,0,0,30.08,554,1076,0.15,30.08,0.15,0,0,0
61,43283.85152,84,68,13.99,0,0,0,0,13.99,68,969,0.15,13.99,0.15,0,0,0
61,42986.86689,76,553,28.14,0,0,0,0,28.14,553,1073,0.15,28.14,0.15,0,0,0
61,42926.90487,76,553,28.14,0,0,0,0,28.14,553,1071,0.15,28.14,0.15,0,0,0
61,43955.88221,114,555,14.69,0,0,0,0,14.69,555,1082,0.15,14.69,0.15,0,0,0
61,43955.88221,76,555,36.72,0,0,0,0,36.72,555,1082,0.15,36.72,0.15,0,0,0
61,42926.90487,68,553,48.13,0,0,0,0,48.13,553,1071,0.15,48.13,0.15,0,0,0
61,42986.86689,68,553,48.13,0,0,0,0,48.13,553,1073,0.15,48.13,0.15,0,0,0
61,43025.82098,58,204,17.57,0,0,0,0,17.57,204,1140,0.15,17.57,0.15,0,0,0
61,43143.89553,58,208,14.47,0,0,0,0,14.47,208,1144,0.15,14.47,0.15,0,0,0
61,43178.88759,58,209,17.93,0,0,0,0,17.93,209,1145,0.15,17.93,0.15,0,0,0
61,43025.82098,58,204,17.56,0,0,0,0,17.56,204,1140,0.15,17.56,0.15,0,0,0
61,43115.89333,58,207,22.5,0,0,0,0,22.5,207,1143,0.15,22.5,0.15,0,0,0
61,42922.87899,94,21,450,0,0,0,0,450,21,916,3,450,3,0,0,0
61,43594.90502,94,35,398.6,0,0,0,0,398.6,35,928,3,398.6,3,0,0,0
61,43619.85244,76,156,750,0,0,0,0,750,156,1079,3,750,3,0,0,0
61,42506.92492,50,65,239.79,0,0,0,0,239.79,65,966,3,239.79,3,0,0,0
61,42548.86375,53,146,420,0,0,0,0,420,146,1052,3,420,3,0,0,0
61,43608.88003,57,337,437.2,0,0,0,0,437.2,337,894,3,437.2,3,0,0,0
61,41990.90852,102,9,345,0,0,0,0,345,9,904,3,345,3,0,0,0
61,42926.90688,53,553,6.94,0,0,0,0,6.94,553,1072,0.05,6.94,0.05,0,0,0
61,42548.86432,76,552,9.66,0,0,0,0,9.66,552,1068,0.05,9.66,0.05,0,0,0
61,43195.87161,75,554,14.29,0,0,0,0,14.29,554,1076,0.05,14.29,0.05,0,0,0
61,43195.8706,75,554,14.29,0,0,0,0,14.29,554,1075,0.05,14.29,0.05,0,0,0
61,43195.86799,76,554,9.4,0,0,0,0,9.4,554,1074,0.05,9.4,0.05,0,0,0
61,42926.90688,53,553,6.94,0,0,0,0,6.94,553,1072,0.05,6.94,0.05,0,0,0
61,42926.8975,104,553,6.22,0,0,0,0,6.22,553,1070,0.05,6.22,0.05,0,0,0
61,41943.80241,76,551,6.39,0,0,0,0,6.39,551,1062,0.05,6.39,0.05,0,0,0
61,43195.86799,76,554,9.4,0,0,0,0,9.4,554,1074,0.05,9.4,0.05,0,0,0
61,43948.89872,86,157,8.25,0,0,0,0,8.25,157,695,0.05,8.25,0.05,0,0,0
61,42926.8975,59,553,6.74,0,0,0,0,6.74,553,1070,0.05,6.74,0.05,0,0,0
61,42926.8975,76,553,9.85,0,0,0,0,9.85,553,1070,0.05,9.85,0.05,0,0,0
61,42926.90688,59,553,6.02,0,0,0,0,6.02,553,1072,0.05,6.02,0.05,0,0,0
61,42926.90688,53,553,6.94,0,0,0,0,6.94,553,1072,0.05,6.94,0.05,0,0,0
61,42541.85753,79,552,9.62,0,0,0,0,9.62,552,1067,0.05,9.62,0.05,0,0,0
61,41991.91622,75,551,11.06,0,0,0,0,11.06,551,1064,0.05,11.06,0.05,0,0,0
61,41974.8602,75,551,11.06,0,0,0,0,11.06,551,1063,0.05,11.06,0.05,0,0,0
61,42926.90688,53,553,6.94,0,0,0,0,6.94,553,1072,0.05,6.94,0.05,0,0,0
61,43577.89535,80,#N/A,7.58,0,0,0,0,7.58,1582,2167,0.05,7.58,0.05,0,0,0
61,42926.90688,76,553,8.79,0,0,0,0,8.79,553,1072,0.05,8.79,0.05,0,0,0
61,42775.96043,105,#N/A,4.04,0,0,0,0,4.04,1660,2959,0.05,4.04,0.05,0,0,0
61,43955.88182,86,167,3.12,0,0,0,0,3.12,167,1100,0.05,3.12,0.05,0,0,0
61,42548.86432,75,552,13.96,0,0,0,0,13.96,552,1068,0.05,13.96,0.05,0,0,0
61,42775.96043,1,#N/A,3.63,0,0,0,0,3.63,2106,1262,0.05,3.63,0.05,0,0,0
61,43955.88051,86,150,4.12,0,0,0,0,4.12,150,1056,0.05,4.12,0.05,0,0,0
61,43577.89535,71,#N/A,9.94,0,0,0,0,9.94,2478,1804,0.05,9.94,0.05,0,0,0
61,43955.85657,84,301,7.49,0,0,0,0,7.49,301,1161,0.05,7.49,0.05,0,0,0
61,43948.906,84,298,7.77,0,0,0,0,7.77,298,1160,0.05,7.77,0.05,0,0,0
61,43025.82098,58,204,5.85,0,0,0,0,5.85,204,1140,0.05,5.85,0.05,0,0,0
61,43025.82098,58,204,5.85,0,0,0,0,5.85,204,1140,0.05,5.85,0.05,0,0,0
61,42541.85753,76,552,28.88,0,0,0,0,28.88,552,1067,0.16,28.88,0.16,0,0,0
61,42096.86611,49,551,21.65,0,0,0,0,21.65,551,693,0.16,21.65,0.16,0,0,0
61,43206.93737,75,554,46.67,0,0,0,0,46.67,554,1077,0.16,46.67,0.16,0,0,0
61,43195.86799,92,554,21.94,0,0,0,0,21.94,554,1074,0.16,21.94,0.16,0,0,0
61,43195.86799,76,554,31.34,0,0,0,0,31.34,554,1074,0.16,31.34,0.16,0,0,0
61,42926.90487,76,553,30.95,0,0,0,0,30.95,553,1071,0.16,30.95,0.16,0,0,0
61,42986.86689,76,553,30.96,0,0,0,0,30.96,553,1073,0.16,30.96,0.16,0,0,0
61,43195.86799,68,554,50.93,0,0,0,0,50.93,554,1074,0.16,50.93,0.16,0,0,0
61,42527.89025,76,552,28.36,0,0,0,0,28.36,552,1066,0.16,28.36,0.16,0,0,0
61,42548.88493,76,552,28.34,0,0,0,0,28.34,552,1069,0.16,28.34,0.16,0,0,0
61,42926.8975,76,553,29.56,0,0,0,0,29.56,553,1070,0.16,29.56,0.16,0,0,0
61,43195.8706,68,554,50.93,0,0,0,0,50.93,554,1075,0.16,50.93,0.16,0,0,0
61,43195.87161,68,554,50.93,0,0,0,0,50.93,554,1076,0.16,50.93,0.16,0,0,0
61,43195.86799,76,554,31.34,0,0,0,0,31.34,554,1074,0.16,31.34,0.16,0,0,0
61,42926.8975,75,553,42.79,0,0,0,0,42.79,553,1070,0.16,42.79,0.16,0,0,0
61,41991.91623,76,551,22.77,0,0,0,0,22.77,551,1064,0.16,22.77,0.16,0,0,0
61,41974.8602,76,551,22.77,0,0,0,0,22.77,551,1063,0.16,22.77,0.16,0,0,0
61,42541.85753,75,552,41.7,0,0,0,0,41.7,552,1067,0.16,41.7,0.16,0,0,0
61,43948.89872,114,555,15.68,0,0,0,0,15.68,555,695,0.16,15.68,0.16,0,0,0
61,42509.86905,104,171,18.59,0,0,0,0,18.59,171,1107,0.16,18.59,0.16,0,0,0
61,42527.88985,50,163,16,0,0,0,0,16,163,1096,0.16,16,0.16,0,0,0
61,43619.85244,104,156,20,0,0,0,0,20,156,1079,0.16,20,0.16,0,0,0
61,43591.93959,104,166,20,0,0,0,0,20,166,1099,0.16,20,0.16,0,0,0
61,43591.939,104,149,20,0,0,0,0,20,149,1055,0.16,20,0.16,0,0,0
61,42926.90622,104,147,19.2,0,0,0,0,19.2,147,1053,0.16,19.2,0.16,0,0,0
61,42885.89593,104,164,19.2,0,0,0,0,19.2,164,1097,0.16,19.2,0.16,0,0,0
61,41844.8762,49,551,2.4,0,0,0,0,2.4,551,1060,0.02,2.4,0.02,0,0,0
61,41911.88707,49,551,2.4,0,0,0,0,2.4,551,1061,0.02,2.4,0.02,0,0,0
61,41991.91622,49,551,2.88,0,0,0,0,2.88,551,1064,0.02,2.88,0.02,0,0,0
61,41974.8602,49,551,2.88,0,0,0,0,2.88,551,1063,0.02,2.88,0.02,0,0,0
61,42926.90688,104,553,2.22,0,0,0,0,2.22,553,1072,0.02,2.22,0.02,0,0,0
61,41991.91622,75,551,3.69,0,0,0,0,3.69,551,1064,0.02,3.69,0.02,0,0,0
61,41974.8602,75,551,3.69,0,0,0,0,3.69,551,1063,0.02,3.69,0.02,0,0,0
61,42527.89025,50,552,2.29,0,0,0,0,2.29,552,1066,0.02,2.29,0.02,0,0,0
61,42548.88493,50,552,2.29,0,0,0,0,2.29,552,1069,0.02,2.29,0.02,0,0,0
61,42926.90688,59,553,2.42,0,0,0,0,2.42,553,1072,0.02,2.42,0.02,0,0,0
61,42926.90688,76,553,3.52,0,0,0,0,3.52,553,1072,0.02,3.52,0.02,0,0,0
61,42548.86432,79,552,3.22,0,0,0,0,3.22,552,1068,0.02,3.22,0.02,0,0,0
61,41844.87619,75,551,4.61,0,0,0,0,4.61,551,1060,0.02,4.61,0.02,0,0,0
61,41943.80241,75,551,3.69,0,0,0,0,3.69,551,1062,0.02,3.69,0.02,0,0,0
61,41911.88707,75,551,4.61,0,0,0,0,4.61,551,1061,0.02,4.61,0.02,0,0,0
61,42775.96043,61,#N/A,1.83,0,0,0,0,1.83,1600,1951,0.02,1.83,0.02,0,0,0
61,43577.89534,70,#N/A,6.44,0,0,0,0,6.44,2066,1850,0.02,6.44,0.02,0,0,0
61,43577.89535,80,#N/A,3.03,0,0,0,0,3.03,1911,2702,0.02,3.03,0.02,0,0,0
61,41844.8762,75,551,4.61,0,0,0,0,4.61,551,1060,0.02,4.61,0.02,0,0,0
61,41943.80241,75,551,3.69,0,0,0,0,3.69,551,1062,0.02,3.69,0.02,0,0,0
61,41911.88707,75,551,4.61,0,0,0,0,4.61,551,1061,0.02,4.61,0.02,0,0,0
61,41943.80241,76,551,16.78,0,0,0,0,16.78,551,1062,0.12,16.78,0.12,0,0,0
61,43206.93737,76,554,24.57,0,0,0,0,24.57,554,1077,0.12,24.57,0.12,0,0,0
61,43206.93737,76,554,24.57,0,0,0,0,24.57,554,1077,0.12,24.57,0.12,0,0,0
61,43195.86799,68,554,38.2,0,0,0,0,38.2,554,1074,0.12,38.2,0.12,0,0,0
61,41991.91623,76,551,16.78,0,0,0,0,16.78,551,1064,0.12,16.78,0.12,0,0,0
61,41974.8602,76,551,16.78,0,0,0,0,16.78,551,1063,0.12,16.78,0.12,0,0,0
61,42775.96043,50,#N/A,7.4,0,0,0,0,7.4,2661,1225,0.12,7.4,0.12,0,0,0
61,42789.95338,71,#N/A,13.05,0,0,0,0,13.05,1707,2091,0.12,13.05,0.12,0,0,0
61,42303.88023,71,#N/A,20.89,0,0,0,0,20.89,2859,2915,0.12,20.89,0.12,0,0,0
61,42150.91145,71,#N/A,14.62,0,0,0,0,14.62,2595,1244,0.12,14.62,0.12,0,0,0
61,44074.90029,104,313,11.32,0,0,0,0,11.32,313,1172,0.12,11.32,0.12,0,0,0
61,43909.94438,104,305,11.63,0,0,0,0,11.63,305,1162,0.12,11.63,0.12,0,0,0
61,43263.82744,61,25,245,0,0,0,0,245,25,920,1.75,245,1.75,0,0,0
61,42527.88985,53,163,245,0,0,0,0,245,163,1096,1.75,245,1.75,0,0,0
61,42810.91522,92,101,109.38,0,0,0,0,109.38,101,998,1.75,109.38,1.75,0,0,0
61,43514.89458,94,117,427.99,0,0,0,0,427.99,117,1014,1.75,427.99,1.75,0,0,0
61,42208.84605,53,154,145.13,0,0,0,0,145.13,154,1065,1.75,145.13,1.75,0,0,0
61,42222.91481,53,162,210,0,0,0,0,210,162,1095,1.75,210,1.75,0,0,0
61,42885.89593,53,164,262.5,0,0,0,0,262.5,164,1097,1.75,262.5,1.75,0,0,0
61,42222.91481,53,162,210,0,0,0,0,210,162,1095,1.75,210,1.75,0,0,0
61,43054.94763,92,103,47.25,0,0,0,0,47.25,103,1000,0.35,47.25,0.35,0,0,0
61,42775.96043,73,#N/A,75.57,0,0,0,0,75.57,2378,1857,0.35,75.57,0.35,0,0,0
61,43955.88051,114,150,17.49,0,0,0,0,17.49,150,1056,0.35,17.49,0.35,0,0,0
61,43948.906,73,298,99.76,0,0,0,0,99.76,298,1160,0.35,99.76,0.35,0,0,0
61,43367.85014,58,215,42,0,0,0,0,42,215,1151,0.35,42,0.35,0,0,0
61,43025.82098,58,204,40.99,0,0,0,0,40.99,204,1140,0.35,40.99,0.35,0,0,0
61,43143.89553,58,208,33.76,0,0,0,0,33.76,208,1144,0.35,33.76,0.35,0,0,0
61,43206.92741,58,210,46.66,0,0,0,0,46.66,210,1146,0.35,46.66,0.35,0,0,0
61,41844.8762,76,551,23.98,0,0,0,0,23.98,551,1060,0.17,23.98,0.17,0,0,0
61,41911.88707,76,551,23.96,0,0,0,0,23.96,551,1061,0.17,23.96,0.17,0,0,0
61,43608.88003,63,337,20.4,0,0,0,0,20.4,337,894,0.17,20.4,0.17,0,0,0
61,43608.88003,107,337,18.95,0,0,0,0,18.95,337,894,0.17,18.95,0.17,0,0,0
61,43234.88645,63,211,16.51,0,0,0,0,16.51,211,1147,0.17,16.51,0.17,0,0,0
61,41943.80241,3,551,2.75,0,0,0,0,2.75,551,1062,0.03,2.75,0.03,0,0,0
61,41943.80241,52,551,7.53,0,0,0,0,7.53,551,1062,0.03,7.53,0.03,0,0,0
61,41943.80241,92,551,2.46,0,0,0,0,2.46,551,1062,0.03,2.46,0.03,0,0,0
61,42527.89025,76,552,5.15,0,0,0,0,5.15,552,1066,0.03,5.15,0.03,0,0,0
61,42548.88493,76,552,5.17,0,0,0,0,5.17,552,1069,0.03,5.17,0.03,0,0,0
61,43955.88221,85,555,4.41,0,0,0,0,4.41,555,1082,0.03,4.41,0.03,0,0,0
61,43195.87161,61,554,4.39,0,0,0,0,4.39,554,1076,0.03,4.39,0.03,0,0,0
61,43195.8706,61,554,4.39,0,0,0,0,4.39,554,1075,0.03,4.39,0.03,0,0,0
61,42548.86432,50,552,2.86,0,0,0,0,2.86,552,1068,0.03,2.86,0.03,0,0,0
61,42527.89025,76,552,5.15,0,0,0,0,5.15,552,1066,0.03,5.15,0.03,0,0,0
61,42548.88493,76,552,5.16,0,0,0,0,5.16,552,1069,0.03,5.16,0.03,0,0,0
61,41943.80241,75,551,6.15,0,0,0,0,6.15,551,1062,0.03,6.15,0.03,0,0,0
61,41943.80241,75,551,7.36,0,0,0,0,7.36,551,1062,0.03,7.36,0.03,0,0,0
61,42986.86689,76,553,5.63,0,0,0,0,5.63,553,1073,0.03,5.63,0.03,0,0,0
61,42926.90487,76,553,5.63,0,0,0,0,5.63,553,1071,0.03,5.63,0.03,0,0,0
61,41943.80241,75,551,6.15,0,0,0,0,6.15,551,1062,0.03,6.15,0.03,0,0,0
61,41991.91622,75,551,5.53,0,0,0,0,5.53,551,1064,0.03,5.53,0.03,0,0,0
61,41974.8602,75,551,5.53,0,0,0,0,5.53,551,1063,0.03,5.53,0.03,0,0,0
61,41943.80241,75,551,6.15,0,0,0,0,6.15,551,1062,0.03,6.15,0.03,0,0,0
61,43195.87161,61,554,4.39,0,0,0,0,4.39,554,1076,0.03,4.39,0.03,0,0,0
61,43195.8706,61,554,4.39,0,0,0,0,4.39,554,1075,0.03,4.39,0.03,0,0,0
61,41991.91622,75,551,5.53,0,0,0,0,5.53,551,1064,0.03,5.53,0.03,0,0,0
61,41974.8602,75,551,5.53,0,0,0,0,5.53,551,1063,0.03,5.53,0.03,0,0,0
61,43594.90502,81,35,93.01,0,0,0,0,93.01,35,928,0.7,93.01,0.7,0,0,0
61,42080.93932,72,92,256.46,0,0,0,0,256.46,92,989,0.7,256.46,0.7,0,0,0
61,43619.85244,92,156,98,0,0,0,0,98,156,1079,0.7,98,0.7,0,0,0
61,43206.93737,76,554,139.18,0,0,0,0,139.18,554,1077,0.7,139.18,0.7,0,0,0
61,43907.90163,102,123,98,0,0,0,0,98,123,690,0.7,98,0.7,0,0,0
61,42541.85753,76,552,125.11,0,0,0,0,125.11,552,1067,0.7,125.11,0.7,0,0,0
61,42527.88985,76,163,126,0,0,0,0,126,163,1096,0.7,126,0.7,0,0,0
61,43608.88003,#N/A,337,156.02,0,0,0,0,156.02,337,894,0.7,156.02,0.7,0,0,0
61,42527.89025,53,552,5.01,0,0,0,0,5.01,552,1066,0.04,5.01,0.04,0,0,0
61,42548.86432,53,552,6.26,0,0,0,0,6.26,552,1068,0.04,6.26,0.04,0,0,0
61,42548.88493,53,552,5.01,0,0,0,0,5.01,552,1069,0.04,5.01,0.04,0,0,0
61,42926.90487,53,553,5.55,0,0,0,0,5.55,553,1071,0.04,5.55,0.04,0,0,0
61,42986.86689,53,553,5.56,0,0,0,0,5.56,553,1073,0.04,5.56,0.04,0,0,0
61,42548.88493,76,552,7.73,0,0,0,0,7.73,552,1069,0.04,7.73,0.04,0,0,0
61,42527.89025,76,552,7.73,0,0,0,0,7.73,552,1066,0.04,7.73,0.04,0,0,0
61,41844.8762,3,551,3.46,0,0,0,0,3.46,551,1060,0.04,3.46,0.04,0,0,0
61,41911.88707,3,551,3.47,0,0,0,0,3.47,551,1061,0.04,3.47,0.04,0,0,0
61,41991.91622,3,551,4.15,0,0,0,0,4.15,551,1064,0.04,4.15,0.04,0,0,0
61,41974.8602,3,551,4.15,0,0,0,0,4.15,551,1063,0.04,4.15,0.04,0,0,0
61,41844.87619,52,551,9.41,0,0,0,0,9.41,551,1060,0.04,9.41,0.04,0,0,0
61,41911.88707,52,551,9.41,0,0,0,0,9.41,551,1061,0.04,9.41,0.04,0,0,0
61,41991.91622,52,551,11.29,0,0,0,0,11.29,551,1064,0.04,11.29,0.04,0,0,0
61,41974.8602,52,551,11.29,0,0,0,0,11.29,551,1063,0.04,11.29,0.04,0,0,0
61,41844.87619,92,551,3.07,0,0,0,0,3.07,551,1060,0.04,3.07,0.04,0,0,0
61,41911.88707,92,551,3.07,0,0,0,0,3.07,551,1061,0.04,3.07,0.04,0,0,0
61,41991.91622,92,551,3.69,0,0,0,0,3.69,551,1064,0.04,3.69,0.04,0,0,0
61,41974.8602,92,551,3.69,0,0,0,0,3.69,551,1063,0.04,3.69,0.04,0,0,0
61,43195.8706,76,554,7.52,0,0,0,0,7.52,554,1075,0.04,7.52,0.04,0,0,0
61,43195.87161,76,554,7.52,0,0,0,0,7.52,554,1076,0.04,7.52,0.04,0,0,0
61,42548.86432,76,552,6.43,0,0,0,0,6.43,552,1068,0.04,6.43,0.04,0,0,0
61,42548.86432,53,552,6.26,0,0,0,0,6.26,552,1068,0.04,6.26,0.04,0,0,0
61,42527.89025,53,552,5.01,0,0,0,0,5.01,552,1066,0.04,5.01,0.04,0,0,0
61,42548.88493,53,552,5.01,0,0,0,0,5.01,552,1069,0.04,5.01,0.04,0,0,0
61,42986.86689,53,553,5.56,0,0,0,0,5.56,553,1073,0.04,5.56,0.04,0,0,0
61,42926.90487,53,553,5.55,0,0,0,0,5.55,553,1071,0.04,5.55,0.04,0,0,0
61,43955.88071,85,555,5.51,0,0,0,0,5.51,555,1081,0.04,5.51,0.04,0,0,0
61,43195.86799,61,554,5.48,0,0,0,0,5.48,554,1074,0.04,5.48,0.04,0,0,0
61,43195.8706,76,554,7.52,0,0,0,0,7.52,554,1075,0.04,7.52,0.04,0,0,0
61,43195.87161,76,554,7.52,0,0,0,0,7.52,554,1076,0.04,7.52,0.04,0,0,0
61,42548.86432,76,552,6.44,0,0,0,0,6.44,552,1068,0.04,6.44,0.04,0,0,0
61,41844.87619,75,551,7.68,0,0,0,0,7.68,551,1060,0.04,7.68,0.04,0,0,0
61,41911.88707,75,551,7.68,0,0,0,0,7.68,551,1061,0.04,7.68,0.04,0,0,0
61,41991.91622,75,551,9.22,0,0,0,0,9.22,551,1064,0.04,9.22,0.04,0,0,0
61,41974.8602,75,551,9.22,0,0,0,0,9.22,551,1063,0.04,9.22,0.04,0,0,0
61,42527.89025,69,552,9.84,0,0,0,0,9.84,552,1066,0.04,9.84,0.04,0,0,0
61,42548.86432,69,552,12.31,0,0,0,0,12.31,552,1068,0.04,12.31,0.04,0,0,0
61,42548.88493,69,552,9.84,0,0,0,0,9.84,552,1069,0.04,9.84,0.04,0,0,0
61,42541.85755,56,552,5.14,0,0,0,0,5.14,552,1067,0.04,5.14,0.04,0,0,0
61,42986.86689,59,553,4.81,0,0,0,0,4.81,553,1073,0.04,4.81,0.04,0,0,0
61,42926.90487,59,553,4.81,0,0,0,0,4.81,553,1071,0.04,4.81,0.04,0,0,0
61,42986.86689,53,553,5.56,0,0,0,0,5.56,553,1073,0.04,5.56,0.04,0,0,0
61,42926.90487,53,553,5.55,0,0,0,0,5.55,553,1071,0.04,5.55,0.04,0,0,0
61,41844.87619,75,551,9.22,0,0,0,0,9.22,551,1060,0.04,9.22,0.04,0,0,0
61,42527.89025,69,552,9.84,0,0,0,0,9.84,552,1066,0.04,9.84,0.04,0,0,0
61,42548.86432,69,552,12.31,0,0,0,0,12.31,552,1068,0.04,12.31,0.04,0,0,0
61,41911.88707,75,551,9.23,0,0,0,0,9.23,551,1061,0.04,9.23,0.04,0,0,0
61,42548.88493,69,552,9.84,0,0,0,0,9.84,552,1069,0.04,9.84,0.04,0,0,0
61,42926.90688,76,553,7.03,0,0,0,0,7.03,553,1072,0.04,7.03,0.04,0,0,0
61,41844.87619,75,551,7.68,0,0,0,0,7.68,551,1060,0.04,7.68,0.04,0,0,0
61,41911.88707,75,551,7.68,0,0,0,0,7.68,551,1061,0.04,7.68,0.04,0,0,0
61,41991.91622,75,551,9.22,0,0,0,0,9.22,551,1064,0.04,9.22,0.04,0,0,0
61,41974.8602,75,551,9.22,0,0,0,0,9.22,551,1063,0.04,9.22,0.04,0,0,0
61,42926.90487,76,553,8.44,0,0,0,0,8.44,553,1071,0.04,8.44,0.04,0,0,0
61,42986.86689,76,553,8.43,0,0,0,0,8.43,553,1073,0.04,8.43,0.04,0,0,0
61,42986.86689,53,553,5.56,0,0,0,0,5.56,553,1073,0.04,5.56,0.04,0,0,0
61,42926.90487,53,553,5.55,0,0,0,0,5.55,553,1071,0.04,5.55,0.04,0,0,0
61,41844.87619,75,551,7.68,0,0,0,0,7.68,551,1060,0.04,7.68,0.04,0,0,0
61,41911.88707,75,551,7.68,0,0,0,0,7.68,551,1061,0.04,7.68,0.04,0,0,0
61,41991.91622,75,551,9.22,0,0,0,0,9.22,551,1064,0.04,9.22,0.04,0,0,0
