billing_decision_KEY,update__staff_KEY,update_date_utc,sheet_entry_KEY,ledger_entry_KEY,sheet_entry__client_KEY,sheet_entry__engagement_KEY,sheet_entry__activity_KEY,sheet_entry__staff_billing_rate_KEY,sheet_entry__sheet_entry_type_KEY,sheet_entry__staff_KEY,sheet_entry__approved__staff_KEY,sheet_entry__posted__staff_KEY,sheet_entry__entry_date,activity__activity_class_KEY,activity__activity_method_KEY,invoice_KEY,invoice__ledger_entry_KEY,invoice__report_definition_KEY,invoice__client_KEY,invoice__invoice_date,invoice__posted__staff_KEY,bill_amount,adjustment,units_closed,amount_closed,surcharge,discount,billing_decision_guid,time_amount_billed,time_amount_adjusted,expense_amount_billed,expense_amount_adjusted,progress_amount_billed,sales_tax,service_tax,tax,bill_amount_collected,surcharge_collected,sales_tax_collected,service_tax_collected,discount_collected,amount,recurring_bill,time_amount_recovered,expense_amount_recovered,time_amount_recovered_adjusted,expense_amount_recovered_adjusted
1528,61,45183.77791,2057,593,25,98,56,9550,1,134,134,134,45153,1,1,593,593,1627,25,45183,61,47.5,-69.95,0.87,117.45,0,0,893485A8-9575-4C0B-8F9B-E78E8A8265EA,47.5,-69.95,0,0,0,0,0,0,0,0,0,0,0,47.5,FALSE,0,0,0,0
1529,61,45355.75964,2098,494,14,99,56,4819,1,134,134,134,45327,1,1,494,494,1627,14,45351,61,256.26,-262.14,3.84,518.4,0,0,04A2C89C-6720-4351-A995-EDAA4DD3A4C5,256.26,-262.14,0,0,0,0,0,0,0,0,0,0,0,256.26,FALSE,0,0,0,0
1530,61,45355.75964,2103,494,14,99,56,8021,1,134,134,134,45328,1,1,494,494,1627,14,45351,61,96.76,-98.99,1.45,195.75,0,0,4EB7273A-171C-4F9D-9437-6D096BAD6CC0,96.76,-98.99,0,0,0,0,0,0,0,0,0,0,0,96.76,FALSE,0,0,0,0
1531,61,45355.75964,2066,494,15,85,56,2996,1,134,134,134,45328,1,1,494,494,1627,14,45351,61,24.69,-25.26,0.37,49.95,0,0,5D1A7A7F-895E-45B8-8580-8A10CE8CFCE7,24.69,-25.26,0,0,0,0,0,0,0,0,0,0,0,24.69,FALSE,0,0,0,0
1532,61,45355.75964,2099,494,14,99,56,4186,1,134,134,134,45335,1,1,494,494,1627,14,45351,61,5.34,-5.46,0.08,10.8,0,0,77166435-93EE-4171-9B39-C79BBFB21C91,5.34,-5.46,0,0,0,0,0,0,0,0,0,0,0,5.34,FALSE,0,0,0,0
1533,61,45355.75964,2100,494,14,99,56,4089,1,134,134,134,45341,1,1,494,494,1627,14,45351,61,6.01,-6.14,0.09,12.15,0,0,5E22E955-25A8-4E34-A756-3FC56422E357,6.01,-6.14,0,0,0,0,0,0,0,0,0,0,0,6.01,FALSE,0,0,0,0
1535,61,45323.91014,2052,542,25,98,56,2148,1,134,134,134,45299,1,1,542,542,1627,25,45322,61,34.38,-106.02,1.04,140.4,0,0,C74B2D3C-52D3-499E-A0F8-266F754D9366,34.38,-106.02,0,0,0,0,0,0,0,0,0,0,0,34.38,FALSE,0,0,0,0
1536,61,45323.91014,2048,542,25,98,56,9800,1,134,134,134,45302,1,1,542,542,1627,25,45322,61,11.24,-34.66,0.34,45.9,0,0,1EA2D5D6-D29E-4B1F-AD3A-3508C7A24400,11.24,-34.66,0,0,0,0,0,0,0,0,0,0,0,11.24,FALSE,0,0,0,0
1537,61,45323.91014,2065,493,15,85,56,8498,1,134,134,134,45299,1,1,493,493,1627,14,45322,61,32.73,-30.72,0.47,63.45,0,0,853E6913-1014-491D-9D39-69E6DCA046BF,32.73,-30.72,0,0,0,0,0,0,0,0,0,0,0,32.73,FALSE,0,0,0,0
1538,61,45323.91014,2101,493,14,99,56,6211,1,134,134,134,45299,1,1,493,493,1627,14,45322,61,110.02,-103.28,1.58,213.3,0,0,D16CA1B2-F7F8-4AF6-9AC7-1AA0F4648C2D,110.02,-103.28,0,0,0,0,0,0,0,0,0,0,0,110.02,FALSE,0,0,0,0
1539,61,45323.91014,1253,493,15,85,56,3195,1,134,134,134,45302,1,1,493,493,1627,14,45322,61,17.41,-16.34,0.25,33.75,0,0,9C8A3A1D-C0D5-4CE5-9293-1734F1396B1C,17.41,-16.34,0,0,0,0,0,0,0,0,0,0,0,17.41,FALSE,0,0,0,0
1540,61,45323.91014,2095,493,14,99,56,7463,1,134,134,134,45302,1,1,493,493,1627,14,45322,61,63.37,-59.48,0.91,122.85,0,0,12342451-41ED-4D60-9400-EBF4C646DBA9,63.37,-59.48,0,0,0,0,0,0,0,0,0,0,0,63.37,FALSE,0,0,0,0
1541,61,45323.91014,2096,493,14,99,56,5243,1,134,134,134,45302,1,1,493,493,1627,14,45322,61,38.99,-36.61,0.56,75.6,0,0,ADBD9F47-6D03-4227-A02F-450596F3A92A,38.99,-36.61,0,0,0,0,0,0,0,0,0,0,0,38.99,FALSE,0,0,0,0
1542,61,45323.91014,2102,493,14,99,56,8897,1,134,134,134,45293,1,1,493,493,1627,14,45322,61,173.39,-162.76,2.49,336.15,0,0,4FB282CB-2579-4BFE-AEC5-41BF95222BDA,173.39,-162.76,0,0,0,0,0,0,0,0,0,0,0,173.39,FALSE,0,0,0,0
1543,94,44685.13536,3902,438,4,77,39,8830,1,119,119,119,44587,1,1,438,438,1399,4,44684,61,8.19,-4.31,0.1,12.5,0,0,E11D6B2C-E90B-4938-A636-FB535EE4628B,8.19,-4.31,0,0,0,0,0,0,0,0,0,0,0,8.19,FALSE,0,0,0,0
1544,94,44685.13536,3901,438,4,77,39,8210,1,119,119,119,44588,1,1,438,438,1399,4,44684,61,197.27,-103.98,2.41,301.25,0,0,28BEE724-8E3E-41B0-BBDA-B53E464F189D,197.27,-103.98,0,0,0,0,0,0,0,0,0,0,0,197.27,FALSE,0,0,0,0
1545,94,44685.13536,5084,438,4,77,39,2256,1,119,119,119,44592,1,1,438,438,1399,4,44684,61,17.19,-9.06,0.21,26.25,0,0,2C6A8093-DF43-410F-85A6-79D42FF15BCA,17.19,-9.06,0,0,0,0,0,0,0,0,0,0,0,17.19,FALSE,0,0,0,0
1546,94,44685.13536,5085,438,4,77,39,9316,1,119,119,119,44593,1,1,438,438,1399,4,44684,61,74.26,-39.14,0.84,113.4,0,0,67E98B25-0593-4101-BEF4-A785DDA31BAF,74.26,-39.14,0,0,0,0,0,0,0,0,0,0,0,74.26,FALSE,0,0,0,0
1547,94,44685.13536,5088,438,4,77,39,8154,1,119,119,119,44628,1,1,438,438,1399,4,44684,61,159.13,-83.87,1.8,243,0,0,28BD6101-9633-40BE-A913-CB03A4737AD3,159.13,-83.87,0,0,0,0,0,0,0,0,0,0,0,159.13,FALSE,0,0,0,0
1548,94,44685.13536,5086,438,4,77,39,7312,1,119,119,119,44594,1,1,438,438,1399,4,44684,61,51.28,-27.02,0.58,78.3,0,0,AB7F87E6-D56A-41C6-9797-767066D34889,51.28,-27.02,0,0,0,0,0,0,0,0,0,0,0,51.28,FALSE,0,0,0,0
1549,94,44685.13536,5087,438,4,77,39,5286,1,119,119,119,44595,1,1,438,438,1399,4,44684,61,66.3,-34.95,0.75,101.25,0,0,42518E77-7822-49A9-A72B-D310E2904D63,66.3,-34.95,0,0,0,0,0,0,0,0,0,0,0,66.3,FALSE,0,0,0,0
1550,94,44685.13536,2192,438,4,77,39,4573,1,119,119,119,44629,1,1,438,438,1399,4,44684,61,15.91,-8.39,0.18,24.3,0,0,CAB537AA-EC8C-46E5-BA06-685235878006,15.91,-8.39,0,0,0,0,0,0,0,0,0,0,0,15.91,FALSE,0,0,0,0
1552,61,44251.89639,1655,461,14,99,39,5047,1,58,58,58,43914,1,1,461,461,1413,14,44255,61,62.61,-107.39,1,170,0,0,3AFD4FEC-5FC1-4077-899D-397258C67FCB,62.61,-107.39,0,0,0,0,0,0,0,0,0,0,0,62.61,FALSE,0,0,0,0
1553,61,44251.89639,1656,461,14,99,39,6795,1,58,58,58,43913,1,1,461,461,1413,14,44255,61,15.65,-26.85,0.25,42.5,0,0,C7426654-3A93-44D1-B876-F509EC4B647D,15.65,-26.85,0,0,0,0,0,0,0,0,0,0,0,15.65,FALSE,0,0,0,0
1554,61,44251.89639,1654,461,14,99,39,5881,1,58,58,58,43914,1,1,461,461,1413,14,44255,61,50.09,-85.91,0.8,136,0,0,3D722FE1-59AC-4A39-89C9-08326BDB2566,50.09,-85.91,0,0,0,0,0,0,0,0,0,0,0,50.09,FALSE,0,0,0,0
1555,61,44251.89639,1659,461,14,99,39,7325,1,58,58,58,43916,1,1,461,461,1413,14,44255,61,25.04,-42.96,0.4,68,0,0,00AB1181-8067-44C4-8C61-8D77CE331EB2,25.04,-42.96,0,0,0,0,0,0,0,0,0,0,0,25.04,FALSE,0,0,0,0
1556,61,44251.89639,3228,461,15,85,39,5065,1,92,92,92,43916,1,1,461,461,1413,14,44255,61,77.34,-132.66,1.5,210,0,0,310CBA7A-3F21-486C-BE51-CA3A7A9EDA01,77.34,-132.66,0,0,0,0,0,0,0,0,0,0,0,77.34,FALSE,0,0,0,0
1557,61,44251.89639,1642,461,14,96,39,4048,1,58,58,58,43915,1,1,461,461,1413,14,44255,61,125.22,-214.78,2,340,0,0,7B5B28F1-04F6-4665-AC73-8F9C77F8AA79,125.22,-214.78,0,0,0,0,0,0,0,0,0,0,0,125.22,FALSE,0,0,0,0
1558,61,44251.89639,4858,461,14,99,39,8242,1,19,19,19,43924,1,1,461,461,1413,14,44255,61,105.88,-181.62,2.5,287.5,0,0,6A5462EF-4B90-48DA-BC33-BCE8ED0FEFAA,105.88,-181.62,0,0,0,0,0,0,0,0,0,0,0,105.88,FALSE,0,0,0,0
1559,61,44251.89639,1645,461,14,96,39,5486,1,58,58,58,43922,1,1,461,461,1413,14,44255,61,78.26,-134.24,1.25,212.5,0,0,AA046083-5467-433B-905F-ED89F8721660,78.26,-134.24,0,0,0,0,0,0,0,0,0,0,0,78.26,FALSE,0,0,0,0
1560,61,44251.89639,3223,461,14,99,39,6169,1,92,92,92,43810,1,1,461,461,1413,14,44255,61,103.12,-176.88,2,280,0,0,18E7D56B-E273-4EF7-8518-67974D10B352,103.12,-176.88,0,0,0,0,0,0,0,0,0,0,0,103.12,FALSE,0,0,0,0
1561,61,44251.89639,3711,461,14,99,39,7292,1,58,58,58,43816,1,1,461,461,1413,14,44255,61,68.87,-118.13,1.1,187,0,0,51C3CF83-39B8-42A0-B36A-AD124724400A,68.87,-118.13,0,0,0,0,0,0,0,0,0,0,0,68.87,FALSE,0,0,0,0
1562,61,44251.89639,4640,461,14,96,39,9816,1,84,84,84,43924,1,1,461,461,1413,14,44255,61,19.34,-33.16,0.35,52.5,0,0,43F08ADD-6A15-4758-BAC7-B7B74578EFF3,19.34,-33.16,0,0,0,0,0,0,0,0,0,0,0,19.34,FALSE,0,0,0,0
1563,61,44251.89639,4580,461,15,78,39,7371,1,58,58,58,43929,1,1,461,461,1413,14,44255,61,9.39,-16.11,0.15,25.5,0,0,CFAE54F7-7A8B-4F55-976B-5B6B445E2203,9.39,-16.11,0,0,0,0,0,0,0,0,0,0,0,9.39,FALSE,0,0,0,0
1564,61,44251.89639,4641,461,14,96,39,7941,1,84,84,84,43915,1,1,461,461,1413,14,44255,61,13.81,-23.69,0.25,37.5,0,0,C9E1A668-460D-463F-A3B0-D4FBE03B49E3,13.81,-23.69,0,0,0,0,0,0,0,0,0,0,0,13.81,FALSE,0,0,0,0
1565,61,44251.89639,1658,461,14,99,39,9220,1,58,58,58,43908,1,1,461,461,1413,14,44255,61,46.96,-80.54,0.75,127.5,0,0,F4C63C58-CC2A-4319-A1B4-1FB9067F65D4,46.96,-80.54,0,0,0,0,0,0,0,0,0,0,0,46.96,FALSE,0,0,0,0
1566,61,44251.89639,3214,461,14,99,39,6388,1,58,58,61,43805,1,1,461,461,1413,14,44255,61,53.22,-91.28,0.85,144.5,0,0,323963ED-C15D-4349-B22C-37D1A2EEBE85,53.22,-91.28,0,0,0,0,0,0,0,0,0,0,0,53.22,FALSE,0,0,0,0
1567,61,44251.89639,4590,461,14,99,39,7321,1,58,58,58,43811,1,1,461,461,1413,14,44255,61,9.39,-16.11,0.15,25.5,0,0,DA3F2C88-FC9F-4838-AC35-BCFA63D4B97E,9.39,-16.11,0,0,0,0,0,0,0,0,0,0,0,9.39,FALSE,0,0,0,0
1568,61,44251.89639,3709,461,15,78,39,4520,1,58,58,58,43990,1,1,461,461,1413,14,44255,61,18.78,-32.22,0.3,51,0,0,43699B06-F970-41B4-B451-0C0A93A0FAE5,18.78,-32.22,0,0,0,0,0,0,0,0,0,0,0,18.78,FALSE,0,0,0,0
1569,61,44251.89639,1437,461,15,85,39,2211,1,92,92,92,43915,1,1,461,461,1413,14,44255,61,232.02,-397.98,4.5,630,0,0,6FA0FB9E-9380-48D1-A28C-303C9DF17726,232.02,-397.98,0,0,0,0,0,0,0,0,0,0,0,232.02,FALSE,0,0,0,0
1570,61,44251.89639,1714,461,14,96,39,3645,1,86,86,86,43811,1,1,461,461,1413,14,44255,61,48.61,-83.39,0.8,132,0,0,5CC00B7F-F650-4F68-BD78-C5BF7E987AF8,48.61,-83.39,0,0,0,0,0,0,0,0,0,0,0,48.61,FALSE,0,0,0,0
1571,61,44251.89639,4855,461,14,99,39,9091,1,19,19,19,43872,1,1,461,461,1413,14,44255,61,211.77,-363.23,5,575,0,0,0972467C-F87A-41F8-89BB-EE2C3B8BC19D,211.77,-363.23,0,0,0,0,0,0,0,0,0,0,0,211.77,FALSE,0,0,0,0
1572,61,44251.89639,4854,461,14,99,39,3629,1,19,19,19,43871,1,1,461,461,1413,14,44255,61,42.35,-72.65,1,115,0,0,C3CFE689-6431-437A-B91C-0A5EE690454C,42.35,-72.65,0,0,0,0,0,0,0,0,0,0,0,42.35,FALSE,0,0,0,0
1573,61,44251.89639,1305,461,14,99,39,3009,1,92,92,61,43815,1,1,461,461,1413,14,44255,61,77.34,-132.66,1.5,210,0,0,AA9E3627-94F2-4A5F-9FCB-D16F1C2224F0,77.34,-132.66,0,0,0,0,0,0,0,0,0,0,0,77.34,FALSE,0,0,0,0
1574,61,44251.89639,3766,461,14,96,39,6455,1,84,84,84,43930,1,1,461,461,1413,14,44255,61,13.81,-23.69,0.25,37.5,0,0,7F1F585B-FEF0-4DE3-8E85-5C45292C6A02,13.81,-23.69,0,0,0,0,0,0,0,0,0,0,0,13.81,FALSE,0,0,0,0
1575,61,44251.89639,1652,461,14,99,39,5738,1,58,58,58,43871,1,1,461,461,1413,14,44255,61,21.91,-37.59,0.35,59.5,0,0,34469889-1344-4F2A-9352-2A33FE62BB6A,21.91,-37.59,0,0,0,0,0,0,0,0,0,0,0,21.91,FALSE,0,0,0,0
1576,61,44251.89639,4860,461,14,99,39,2866,1,19,19,19,43985,1,1,461,461,1413,14,44255,61,95.3,-163.45,2.25,258.75,0,0,BCF45226-6BC1-4156-8224-CE5E6FAB198A,95.3,-163.45,0,0,0,0,0,0,0,0,0,0,0,95.3,FALSE,0,0,0,0
1577,61,44251.89639,1646,461,14,96,39,9097,1,58,58,58,43927,1,1,461,461,1413,14,44255,61,18.78,-32.22,0.3,51,0,0,DBB7789A-4614-4B5B-ACD6-736BE2B22F18,18.78,-32.22,0,0,0,0,0,0,0,0,0,0,0,18.78,FALSE,0,0,0,0
1578,61,44251.89639,1431,461,14,99,39,5437,1,92,92,92,43832,1,1,461,461,1413,14,44255,61,180.46,-309.54,3.5,490,0,0,7CB51159-E0C3-441D-BBFF-30F15A48A317,180.46,-309.54,0,0,0,0,0,0,0,0,0,0,0,180.46,FALSE,0,0,0,0
1579,61,44251.89639,4581,461,15,78,39,4095,1,58,58,58,43936,1,1,461,461,1413,14,44255,61,9.39,-16.11,0.15,25.5,0,0,3723A697-1D3F-4BFE-B02F-F73C8C69DBBC,9.39,-16.11,0,0,0,0,0,0,0,0,0,0,0,9.39,FALSE,0,0,0,0
1580,61,44251.89639,1643,461,14,96,39,2098,1,58,58,58,43990,1,1,461,461,1413,14,44255,61,9.39,-16.11,0.15,25.5,0,0,34E31881-24AA-4DFD-BB80-ECBEE28C626E,9.39,-16.11,0,0,0,0,0,0,0,0,0,0,0,9.39,FALSE,0,0,0,0
1581,61,44251.89639,3899,461,14,99,39,2137,1,24,24,24,44077,1,1,461,461,1413,14,44255,61,90.23,-154.77,2.45,245,0,0,F14E4E37-8F00-4B25-8EA8-3946714C3400,90.23,-154.77,0,0,0,0,0,0,0,0,0,0,0,90.23,FALSE,0,0,0,0
1582,61,44251.89639,3225,461,14,99,39,6795,1,92,92,92,44076,1,1,461,461,1413,14,44255,61,12.89,-22.11,0.25,35,0,0,4AEADC63-640D-4274-BB90-AF38C291A2F1,12.89,-22.11,0,0,0,0,0,0,0,0,0,0,0,12.89,FALSE,0,0,0,0
1583,61,44251.89639,4864,461,14,99,39,5423,1,19,19,19,43930,1,1,461,461,1413,14,44255,61,42.35,-72.65,1,115,0,0,30FE3D60-0D17-448F-B3EA-C39C76E18CCE,42.35,-72.65,0,0,0,0,0,0,0,0,0,0,0,42.35,FALSE,0,0,0,0
1584,61,44251.89639,3634,461,14,97,39,4521,1,58,58,61,43837,1,1,461,461,1413,14,44255,61,21.91,-37.59,0.35,59.5,0,0,26D2D0E6-BE6A-4EC6-9B79-0B720D2AC2AD,21.91,-37.59,0,0,0,0,0,0,0,0,0,0,0,21.91,FALSE,0,0,0,0
1585,61,44251.89639,1664,461,14,99,39,2763,1,58,58,58,43931,1,1,461,461,1413,14,44255,61,3.13,-5.37,0.05,8.5,0,0,330FD337-014A-4D9E-8B45-0E99861B5F2D,3.13,-5.37,0,0,0,0,0,0,0,0,0,0,0,3.13,FALSE,0,0,0,0
1586,61,44251.89639,1667,461,14,99,39,2329,1,58,58,58,43839,1,1,461,461,1413,14,44255,61,15.65,-26.85,0.25,42.5,0,0,B61E0375-EE93-430F-B41D-6379C4878C8E,15.65,-26.85,0,0,0,0,0,0,0,0,0,0,0,15.65,FALSE,0,0,0,0
1587,61,44251.89639,3635,461,14,99,39,5362,1,58,58,61,43832,1,1,461,461,1413,14,44255,61,56.35,-96.65,0.9,153,0,0,8F244786-C150-4308-860D-AEEF89DA3E26,56.35,-96.65,0,0,0,0,0,0,0,0,0,0,0,56.35,FALSE,0,0,0,0
1588,61,44251.89639,3898,461,14,99,39,2491,1,24,24,24,44089,1,1,461,461,1413,14,44255,61,75.13,-128.87,2.04,204,0,0,9D95F748-1B12-423E-A3DD-4B1617D61E30,75.13,-128.87,0,0,0,0,0,0,0,0,0,0,0,75.13,FALSE,0,0,0,0
1589,61,44251.89639,3900,461,14,99,39,4960,1,24,24,24,44082,1,1,461,461,1413,14,44255,61,26.15,-44.85,0.71,71,0,0,66E1A1A4-3D10-4DA4-9690-CD0015B8B708,26.15,-44.85,0,0,0,0,0,0,0,0,0,0,0,26.15,FALSE,0,0,0,0
1590,61,44251.89639,1640,461,14,99,39,2261,1,58,58,61,43840,1,1,461,461,1413,14,44255,61,62.61,-107.39,1,170,0,0,6E094C5D-FD52-4FE3-B4BA-B60EED6ACF04,62.61,-107.39,0,0,0,0,0,0,0,0,0,0,0,62.61,FALSE,0,0,0,0
1591,61,44251.89639,3710,461,14,99,39,9062,1,58,58,58,43833,1,1,461,461,1413,14,44255,61,156.52,-268.48,2.5,425,0,0,10204F8F-2940-424D-9C4A-A572E56E383E,156.52,-268.48,0,0,0,0,0,0,0,0,0,0,0,156.52,FALSE,0,0,0,0
1592,61,44251.89639,4862,461,14,99,39,9446,1,19,19,19,44011,1,1,461,461,1413,14,44255,61,84.71,-145.29,2,230,0,0,44AB6FCD-59DD-46A9-AA02-3EF3B3BE65D2,84.71,-145.29,0,0,0,0,0,0,0,0,0,0,0,84.71,FALSE,0,0,0,0
1593,61,44251.89639,3226,461,14,99,39,7940,1,92,92,92,44083,1,1,461,461,1413,14,44255,61,38.67,-66.33,0.75,105,0,0,32168584-3714-40F7-A068-709F473BC7DC,38.67,-66.33,0,0,0,0,0,0,0,0,0,0,0,38.67,FALSE,0,0,0,0
1594,61,44251.89639,3885,461,14,99,39,2564,1,24,24,24,44145,1,1,461,461,1413,14,44255,61,46.04,-78.96,1.25,125,0,0,9B0F5A3A-C1DD-4599-9E33-B9D349A1869E,46.04,-78.96,0,0,0,0,0,0,0,0,0,0,0,46.04,FALSE,0,0,0,0
1595,61,44251.89639,4591,461,14,99,39,3130,1,58,58,58,43794,1,1,461,461,1413,14,44255,61,12.52,-21.48,0.2,34,0,0,D7B5C533-784B-40F9-AED7-020CB9E90A52,12.52,-21.48,0,0,0,0,0,0,0,0,0,0,0,12.52,FALSE,0,0,0,0
1596,61,44251.89639,3886,461,14,99,39,5024,1,24,24,24,44151,1,1,461,461,1413,14,44255,61,36.83,-63.17,1,100,0,0,B3DDBC86-FAD9-49F2-8D8C-12C9CB7246C7,36.83,-63.17,0,0,0,0,0,0,0,0,0,0,0,36.83,FALSE,0,0,0,0
1597,61,44251.89639,3227,461,15,85,39,8392,1,92,92,92,44012,1,1,461,461,1413,14,44255,61,77.34,-132.66,1.5,210,0,0,E4130336-5203-4E40-A2A5-460F99C76CE2,77.34,-132.66,0,0,0,0,0,0,0,0,0,0,0,77.34,FALSE,0,0,0,0
1598,61,44251.89639,3887,461,14,99,39,7243,1,24,24,24,44153,1,1,461,461,1413,14,44255,61,75.13,-128.87,2.04,204,0,0,F1047F76-2E34-48C7-A701-0996790EA9E6,75.13,-128.87,0,0,0,0,0,0,0,0,0,0,0,75.13,FALSE,0,0,0,0
1599,61,44251.89639,4863,461,14,99,39,9298,1,19,19,19,44014,1,1,461,461,1413,14,44255,61,42.35,-72.65,1,115,0,0,724DB64F-85F3-4513-947D-7354CD3BC226,42.35,-72.65,0,0,0,0,0,0,0,0,0,0,0,42.35,FALSE,0,0,0,0
1600,61,44251.89639,3888,461,14,99,39,8834,1,24,24,24,44154,1,1,461,461,1413,14,44255,61,15.84,-27.16,0.43,43,0,0,3D9906B0-DC5B-4F22-907B-FA8B93A09AEA,15.84,-27.16,0,0,0,0,0,0,0,0,0,0,0,15.84,FALSE,0,0,0,0
1601,61,44251.89639,4861,461,14,99,39,3579,1,19,19,19,44021,1,1,461,461,1413,14,44255,61,84.71,-145.29,2,230,0,0,355D928C-708A-4A02-A48B-CDFD0FED2465,84.71,-145.29,0,0,0,0,0,0,0,0,0,0,0,84.71,FALSE,0,0,0,0
1602,61,44251.89639,3222,461,14,99,39,3501,1,92,92,92,43802,1,1,461,461,1413,14,44255,61,141.79,-243.21,2.75,385,0,0,90820EC1-EA03-4835-A808-3B3B9F0F7175,141.79,-243.21,0,0,0,0,0,0,0,0,0,0,0,141.79,FALSE,0,0,0,0
1603,61,44251.89639,1436,461,15,85,39,4520,1,92,92,92,44097,1,1,461,461,1413,14,44255,61,38.67,-66.33,0.75,105,0,0,D99BFC29-DEB0-4BEA-8B45-2C3CA118D22A,38.67,-66.33,0,0,0,0,0,0,0,0,0,0,0,38.67,FALSE,0,0,0,0
1604,61,44251.89639,3896,461,15,85,39,8607,1,24,24,24,44103,1,1,461,461,1413,14,44255,61,15.1,-25.9,0.41,41,0,0,FC0D7819-A7FC-4CBA-9868-7497CC25548B,15.1,-25.9,0,0,0,0,0,0,0,0,0,0,0,15.1,FALSE,0,0,0,0
1605,61,44251.89639,3897,461,14,99,39,6819,1,24,24,24,44173,1,1,461,461,1413,14,44255,61,124.48,-213.52,3.38,338,0,0,415400CB-8148-4558-BC0A-C88BCDA81B26,124.48,-213.52,0,0,0,0,0,0,0,0,0,0,0,124.48,FALSE,0,0,0,0
1606,61,44251.89639,1641,461,14,99,39,3580,1,58,58,61,43847,1,1,461,461,1413,14,44255,61,297.4,-510.1,4.75,807.5,0,0,AF038073-BA23-4ADA-86EB-0A351A463796,297.4,-510.1,0,0,0,0,0,0,0,0,0,0,0,297.4,FALSE,0,0,0,0
1607,61,44251.89639,3712,461,14,99,39,9714,1,58,58,58,43801,1,1,461,461,1413,14,44255,61,62.61,-107.39,1,170,0,0,BBBF0FCC-BB86-4F0A-8B77-0BCDEAAAA4E8,62.61,-107.39,0,0,0,0,0,0,0,0,0,0,0,62.61,FALSE,0,0,0,0
1608,61,44251.89639,3889,461,14,99,39,8789,1,24,24,24,44103,1,1,461,461,1413,14,44255,61,25.04,-42.96,0.68,68,0,0,229A7EC6-9852-4149-A968-3A65361176DF,25.04,-42.96,0,0,0,0,0,0,0,0,0,0,0,25.04,FALSE,0,0,0,0
1609,61,44251.89639,4547,461,14,97,39,6031,1,58,58,61,43852,1,1,461,461,1413,14,44255,61,6.26,-10.74,0.1,17,0,0,00D74C77-6109-4DA9-AA54-888694E63882,6.26,-10.74,0,0,0,0,0,0,0,0,0,0,0,6.26,FALSE,0,0,0,0
1610,61,44251.89639,3892,461,14,99,39,7966,1,24,24,24,44183,1,1,461,461,1413,14,44255,61,6.63,-11.37,0.18,18,0,0,04BF8132-F878-4BCA-8447-348FC83BD2A8,6.63,-11.37,0,0,0,0,0,0,0,0,0,0,0,6.63,FALSE,0,0,0,0
1611,61,44251.89639,3894,461,15,85,39,5861,1,24,24,24,44182,1,1,461,461,1413,14,44255,61,12.52,-21.48,0.34,34,0,0,8F20FEE7-FEAA-4203-95CF-A4828B265C7B,12.52,-21.48,0,0,0,0,0,0,0,0,0,0,0,12.52,FALSE,0,0,0,0
1612,61,44251.89639,3891,461,14,99,39,6253,1,24,24,24,44182,1,1,461,461,1413,14,44255,61,3.32,-5.68,0.09,9,0,0,6E609E86-29C6-44B9-A89E-73086B1FDF0C,3.32,-5.68,0,0,0,0,0,0,0,0,0,0,0,3.32,FALSE,0,0,0,0
1613,61,44251.89639,3893,461,14,99,39,2954,1,24,24,24,44186,1,1,461,461,1413,14,44255,61,44.93,-77.07,1.22,122,0,0,58FF228D-A069-4766-9A87-AD5F04AA9F94,44.93,-77.07,0,0,0,0,0,0,0,0,0,0,0,44.93,FALSE,0,0,0,0
1614,61,44251.89639,3895,461,15,85,39,4336,1,24,24,24,44186,1,1,461,461,1413,14,44255,61,25.04,-42.96,0.68,68,0,0,E9665A37-A999-4FF8-B5CE-17BBCDD1A2DC,25.04,-42.96,0,0,0,0,0,0,0,0,0,0,0,25.04,FALSE,0,0,0,0
1615,61,44251.89639,3890,461,14,99,39,7308,1,24,24,24,44119,1,1,461,461,1413,14,44255,61,68.87,-118.13,1.87,187,0,0,20507308-6827-4AC5-85CC-CC673AA8957A,68.87,-118.13,0,0,0,0,0,0,0,0,0,0,0,68.87,FALSE,0,0,0,0
1616,61,44251.89639,3883,461,14,99,39,9084,1,24,24,24,44126,1,1,461,461,1413,14,44255,61,78.81,-135.19,2.14,214,0,0,109D4425-E774-45DD-A7BE-060B914E74EE,78.81,-135.19,0,0,0,0,0,0,0,0,0,0,0,78.81,FALSE,0,0,0,0
1617,61,44251.89639,1647,461,14,96,39,8587,1,58,58,58,43944,1,1,461,461,1413,14,44255,61,15.65,-26.85,0.25,42.5,0,0,A3F512C4-4331-4935-96B7-90FF9C5DCB80,15.65,-26.85,0,0,0,0,0,0,0,0,0,0,0,15.65,FALSE,0,0,0,0
1618,61,44251.89639,1432,461,14,99,39,3445,1,92,92,92,44127,1,1,461,461,1413,14,44255,61,15.47,-26.53,0.3,42,0,0,CC141521-1F5C-48F5-ACD7-A3038663B307,15.47,-26.53,0,0,0,0,0,0,0,0,0,0,0,15.47,FALSE,0,0,0,0
1619,61,44251.89639,4859,461,14,99,39,5116,1,19,19,19,43956,1,1,461,461,1413,14,44255,61,42.35,-72.65,1,115,0,0,474396A2-7F9D-4413-9353-981B5D082C2C,42.35,-72.65,0,0,0,0,0,0,0,0,0,0,0,42.35,FALSE,0,0,0,0
