ledger_entry_application_KEY,update__staff_KEY,update_date_utc,from__ledger_entry_KEY,from__ledger_entry__amount,from__ledger_entry__entry_date,from__ledger_entry__bank_account_KEY,from__ledger_entry__ledger_entry_type_KEY,from__ledger_entry__client_KEY,from__ledger_entry__approved__staff_KEY,from__ledger_entry__posted__staff_KEY,from__ledger_entry__posted_date,to__ledger_entry_KEY,to__ledger_entry__bank_account_KEY,to__ledger_entry__amount,to__ledger_entry__entry_date,to__ledger_entry__ledger_entry_type_KEY,to__ledger_entry__client_KEY,to__ledger_entry__approved__staff_KEY,to__ledger_entry__posted__staff_KEY,to__ledger_entry__posted_date,applied_date,applied_amount
225,61,44642.73028,312,1650,44623,,1,19,61,61,44629,1170,3,-1650,44642,4,19,61,61,44642,44642,1650
226,61,44904.68759,657,350,44882,,1,23,61,61,44888,898,3,-350,44904,4,23,61,61,44904,44904,350
227,61,44936.78353,623,187.5,44929,,1,4,61,61,44929,1032,3,-187.5,44936,4,4,61,61,44936,44936,187.5
228,61,44970.68723,624,148.75,44966,,1,4,61,61,44966,1033,3,-148.75,44970,4,4,61,61,44970,44970,148.75
229,61,45105.67523,628,6700,45096,,1,4,61,61,45096,1037,3,-6700,45105,4,4,61,61,45105,45105,6700
230,61,44435.61612,193,350,44246,,1,8,61,61,44250,1130,3,-350,44435,4,8,61,61,44435,44435,350
231,61,45363.62295,614,95,45358,,1,1,61,61,45358,963,3,-95,45363,4,1,61,61,45363,45363,95
232,61,43896.95784,342,887.4,43861,,1,23,72,102,43871,699,3,-5088.4,43896,4,23,61,61,43896,43896,887.4
233,61,44239.90338,178,700,44192,,1,11,61,61,44203,1114,3,-700,44239,4,11,61,61,44239,44239,700
234,61,44313.7169,307,1075,44261,,1,18,61,61,44264,1164,3,-1075,44313,4,18,61,61,44313,44313,1075
235,61,44531.66868,80,300,44469,,1,3,84,61,44475,979,3,-300,44531,4,3,61,61,44531,44531,300
236,61,44663.65806,181,1525,44645,,1,11,61,61,44650,1117,3,-1525,44663,4,11,61,61,44663,44663,1525
237,61,44722.67182,655,2500,44613,,1,23,61,61,44623,702,3,-11012.5,44722,4,23,61,61,44722,44722,2500
238,61,44985.71459,351,383.75,44964,,1,23,61,61,44964,703,3,-3743.75,44985,4,23,61,61,44985,44985,383.75
239,61,44748.69975,598,60,44743,,1,1,61,61,44845,943,3,-60,44748,4,1,61,61,44748,44748,60
240,61,45034.65101,626,70,45028,,1,4,61,61,45028,1034,3,-70,45034,4,4,61,61,45034,45034,70
241,61,45037.59816,159,1950,45000,,1,6,61,61,45000,1091,3,-1950,45037,4,6,61,61,45037,45037,1950
242,61,45058.85663,605,375,45019,,1,1,61,61,45019,950,3,-375,45058,4,1,61,61,45058,45058,375
243,61,44454.87364,558,1200,44268,,1,7,61,61,44271,1102,3,-420,44404,4,7,61,61,44454,44404,420
244,61,44454.93382,558,1200,44268,,1,7,61,61,44271,1101,3,-780,44393,4,7,61,61,44454,44393,780
245,61,45363.6236,636,600,45351,,1,4,61,61,45351,1048,3,-600,45363,4,4,61,61,45363,45363,600
246,108,43854.89988,122,555,43845,,1,4,102,102,43851,1019,3,-555,43854,4,4,108,108,43854,43854,555
247,61,45126.64246,138,187.5,45125,,1,4,61,61,45125,1038,3,-187.5,45126,4,4,61,61,45126,45126,187.5
248,61,44239.90684,345,3615,44192,,1,23,61,61,44201,896,3,-3615,44239,4,23,61,61,44239,44239,3615
249,61,44309.89513,72,510,44294,,1,2,61,61,44295,973,3,-510,44309,4,2,61,61,44309,44309,510
250,61,44573.65743,50,70,44565,,1,1,61,61,44566,685,3,-140,44573,4,1,61,61,44573,44573,70
251,61,44621.72836,168,20,44592,,1,7,61,61,44594,1103,3,-20,44621,4,7,61,61,44621,44621,20
252,61,44873.70189,615,1100,44861,,1,2,61,61,44862,975,3,-1100,44873,4,2,61,61,44873,44873,1100
253,61,44883.72304,618,1300,44861,,1,3,61,61,44862,980,3,-1300,44883,4,3,61,61,44883,44883,1300
254,61,44936.78312,603,105,44931,,1,1,61,61,44931,686,3,-165,44936,4,1,61,61,44936,44936,105
255,61,44788.61116,599,105,44784,,1,1,61,61,44784,945,3,-105,44788,4,1,61,61,44788,44788,105
256,61,45363.62607,143,140,45358,,1,4,61,61,45358,1049,3,-140,45363,4,4,61,61,45363,45363,140
257,61,45198.61643,609,200,45183,,1,1,61,61,45183,956,3,-200,45198,4,1,61,61,45198,45198,200
258,102,44006.85118,555,5082.5,43897,,1,6,76,102,43899,1080,3,-746.5,43941,4,6,102,102,43941,43941,746.5
259,61,44601.66332,596,70,44595,,1,1,61,61,44596,938,3,-70,44601,4,1,61,61,44601,44601,70
260,61,44629.73817,619,310,44624,,1,4,61,61,44627,1024,3,-310,44629,4,4,61,61,44629,44629,310
261,61,44658.61035,51,60,44652,,1,1,61,61,44742,940,3,-60,44658,4,1,61,61,44658,44658,60
262,61,44671.6765,52,105,44657,,1,1,61,61,44665,941,3,-105,44671,4,1,61,61,44671,44671,105
263,61,44722.67182,349,6457.5,44634,,1,23,61,61,44642,702,3,-11012.5,44722,4,23,61,61,44722,44722,6457.5
264,61,44862.64081,574,187.5,44838,,1,4,61,61,44845,1031,3,-187,44862,4,4,61,61,44862,44862,187
265,61,44936.78302,602,60,44929,,1,1,61,61,44929,686,3,-165,44936,4,1,61,61,44936,44936,60
266,61,45062.62845,641,1425,45022,,1,7,61,61,45022,1105,3,-1425,45062,4,7,61,61,45062,45062,1425
267,61,45105.67406,646,2000,45071,,1,10,61,61,45071,1138,3,-2000,45105,4,10,61,61,45105,45105,2000
268,108,43049.93641,205,3903.75,43039,,1,14,73,102,43042,1141,3,-3903.75,43049,4,14,108,108,43049,43049,3903.75
269,61,44482.67,130,210,44477,,1,4,61,61,44482,691,3,-2733.95,44356,4,4,61,61,44356,44477,210
270,61,45350.74697,640,1000,45302,,1,6,61,61,45302,1092,3,-1000,45350,4,6,61,61,45350,45350,1000
271,61,44573.65743,49,70,44532,,1,1,61,61,44538,685,3,-140,44573,4,1,61,61,44573,44573,70
272,61,44644.65579,133,840,44634,,1,4,61,61,44642,1025,3,-840,44644,4,4,61,61,44644,44644,840
273,61,44985.71459,658,2000,44918,,1,23,61,61,44924,703,3,-3743.75,44985,4,23,61,61,44985,44985,2000
274,61,44862.63899,601,60,44838,,1,1,61,61,44845,947,3,-60,44862,4,1,61,61,44862,44862,60
275,61,45041.63469,637,1700,45000,,1,5,61,61,45000,1059,3,-1700,45041,4,5,61,61,45041,45041,1700
276,61,42423.95077,96,155.25,42400,,1,4,61,61,42410,993,3,-155.25,42423,4,4,50,50,42423,42423,155.25
277,108,44041.83045,201,800,43913,,1,10,76,102,43924,1135,3,-800,44041,4,10,108,108,44041,44041,800
278,61,44356.90488,550,985,44247,,1,4,61,61,44252,691,3,-2733.95,44356,4,4,61,61,44356,44356,410
279,61,44606.69539,180,175,44573,,1,11,70,61,44596,1116,3,-175,44606,4,11,61,61,44606,44606,175
280,61,43745.93806,338,275,43678,,1,23,72,102,43686,895,3,-275,43745,4,23,61,61,43745,43745,275
281,61,45105.67494,608,1700,45096,,1,1,61,61,45096,952,3,-1700,45105,4,1,61,61,45105,45105,1700
282,61,43896.95784,339,935,43731,,1,23,72,102,43746,699,3,-5088.4,43896,4,23,61,61,43896,43896,935
283,61,45260.68113,631,200,45238,,1,4,61,61,45238,1044,3,-200,45260,4,4,61,61,45260,45260,200
284,61,45128.60398,660,450,45098,,1,23,61,61,45098,704,3,-9360,45128,4,23,61,61,45128,45128,450
285,61,44207.90659,306,475,44192,,1,18,84,61,44200,1163,3,-475,44207,4,18,61,61,44207,44207,475
286,61,45219.61322,140,90,45217,,1,4,61,61,45217,1041,3,-90,45219,4,4,61,61,45219,45219,90
287,61,45058.85151,625,187.5,45019,,1,4,61,61,45019,1035,3,-187.5,45058,4,4,61,61,45058,45058,187.5
288,61,45069.60019,607,105,45057,,1,1,61,61,45057,951,3,-105,45069,4,1,61,61,45069,45069,105
289,61,44404.63448,151,1500,44268,,1,5,61,61,44271,1057,3,-1500,44404,4,5,61,61,44404,44404,1500
290,50,42423.96345,15,103.5,42400,,1,1,61,61,42410,910,3,-103.5,42423,4,1,50,50,42423,42423,103.5
291,61,44207.90804,310,475,44192,,1,19,84,61,44200,1168,3,-475,44207,4,19,61,61,44207,44207,475
292,61,45321.64119,644,390,45302,,1,8,61,61,45302,1134,3,-390,45321,4,8,61,61,45321,45321,390
293,61,44307.71486,314,1000,44270,,1,24,61,61,44271,1173,3,-1000,44307,4,24,61,61,44307,44307,1000
294,61,41831.78607,7,338.5,41820,,1,1,61,47,41828,901,3,-338.5,41831,4,1,61,61,41831,41831,338.5
295,61,44678.68684,296,1600,44623,,1,12,61,61,44630,1158,3,-1600,44678,4,12,61,61,44678,44678,1600
296,61,44756.63642,136,70,44740,,1,4,61,61,44750,1029,3,-70,44756,4,4,61,61,44756,44756,70
297,61,44454.9351,158,1800,44268,,1,6,61,61,44271,696,3,-3112.51,44407,4,6,61,61,44407,44407,1800
298,108,43923.89405,567,950,43897,,1,12,76,102,43899,1155,3,-218.75,43923,4,12,108,108,43923,43923,218.75
299,61,45247.69364,81,1850,45217,,1,3,61,61,45217,981,3,-1850,45247,4,3,61,61,45247,45247,1850
300,61,45204.64189,59,390,45201,,1,1,61,61,45201,957,3,-390,45204,4,1,61,61,45204,45204,390
301,61,45219.61373,60,515,45217,,1,1,61,61,45217,958,3,-515,45219,4,1,61,61,45219,45219,515
302,61,44182.79953,344,275,44032,,1,23,72,102,44034,700,3,-7509,44182,4,23,61,61,44182,44182,275
303,61,45296.67579,141,180,45293,,1,4,61,61,45293,1046,3,-180,45296,4,4,61,61,45296,45296,180
304,61,45296.67648,61,360,45293,,1,1,61,61,45293,961,3,-360,45296,4,1,61,61,45296,45296,360
305,61,45317.58235,661,1000,45309,,1,23,61,61,45309,704,3,-9360,45128,4,23,61,61,45128,45309,1000
306,61,45286.67072,568,7400,45036,,1,23,61,61,45036,704,3,-9360,45128,4,23,61,61,45128,45128,3100
307,61,45308.77143,635,600,45302,,1,4,61,61,45302,692,3,-860,45308,4,4,61,61,45308,45308,600
308,61,44356.63583,129,1148.95,44342,,1,4,61,61,44343,691,3,-2733.95,44356,4,4,61,61,44356,44356,1148.95
309,61,44995.6459,182,1754,44984,,1,11,61,61,44984,1118,3,-1754,44995,4,11,61,61,44995,44995,1754
310,61,44435.64023,346,285,44254,,1,23,61,61,44258,701,3,-6765.04,44435,4,23,61,61,44435,44435,285
311,61,45230.63283,630,5975,45225,,1,4,61,61,45225,1042,3,-5975,45230,4,4,61,61,45230,45230,5975
312,61,45246.75692,632,600,45244,,1,4,61,61,45244,1043,3,-600,45246,4,4,61,61,45246,45246,600
313,61,45308.77136,634,260,45295,,1,4,61,61,45295,692,3,-860,45308,4,4,61,61,45308,45308,260
314,61,45321.64174,642,240,45302,,1,11,61,61,45302,1119,3,-240,45321,4,11,61,61,45321,45321,240
315,61,43896.95784,340,765,43769,,1,23,72,102,43777,699,3,-5088.4,43896,4,23,61,61,43896,43896,765
316,108,44067.89091,78,850,43913,,1,3,76,102,43924,977,3,-850,44067,4,3,108,108,44067,44067,850
317,61,45246.75728,610,225,45238,,1,1,61,61,45238,959,3,-225,45246,4,1,61,61,45246,45246,225
318,61,45271.68175,611,90,45266,,1,1,61,61,45267,960,3,-90,45271,4,1,61,61,45271,45271,90
319,61,44182.79953,343,7234,43890,,1,23,72,102,43900,700,3,-7509,44182,4,23,61,61,44182,44182,7234
320,61,45308.7723,612,170,45295,,1,1,61,61,45295,687,3,-920,45308,4,1,61,61,45308,45308,170
321,61,44364.62941,44,798,44313,,1,1,61,61,44314,683,3,-2144,44364,4,1,61,61,44364,44364,798
322,61,44529.74334,73,150,44469,,1,2,84,61,44475,974,3,-150,44529,4,2,61,61,44529,44529,150
323,108,43567.94435,77,900,43563,,1,3,102,102,43564,976,3,-900,43567,4,3,108,108,43567,43567,900
324,61,44824.66758,557,3750,44806,,1,6,84,61,44806,1086,3,-1250,44824,4,6,61,61,44824,44824,1250
325,61,44824.66832,557,3750,44806,,1,6,84,61,44806,1087,3,-1250,44824,4,6,61,61,44824,44824,1250
326,61,44824.67953,169,1250,44807,,1,7,84,61,44810,1104,3,-1250,44824,4,7,61,61,44824,44824,1250
327,61,44841.62449,557,3750,44806,,1,6,84,61,44806,1088,3,-1250,44841,4,6,61,61,44841,44841,1250
328,61,44999.60462,316,1100,44984,,1,24,61,61,44984,1175,3,-1100,44999,4,24,61,61,44999,44999,1100
329,61,45065.66633,297,1650,44984,,1,12,61,61,44984,1159,3,-1650,45065,4,12,61,61,45065,45065,1650
330,61,44407.60606,202,2000,44308,,1,10,61,61,44351,1136,3,-2000,44407,4,10,61,61,44407,44407,2000
331,61,45120.92232,56,120,45120,,1,1,61,61,45120,953,3,-120,45120,4,1,61,61,45120,45120,120
332,61,45126.64328,57,375,45125,,1,1,61,61,45125,954,3,-375,45126,4,1,61,61,45126,45126,375
333,61,45128.60398,352,1510,45036,,1,23,61,61,45036,704,3,-9360,45128,4,23,61,61,45128,45128,1510
334,61,45175.62031,58,1930,45166,,1,1,61,61,45166,955,3,-1930,45175,4,1,61,61,45175,45175,1930
335,61,45198.61955,629,360,45183,,1,4,61,61,45183,1039,3,-360,45198,4,4,61,61,45198,45198,360
336,61,45308.77234,613,750,45302,,1,1,61,61,45302,687,3,-920,45308,4,1,61,61,45308,45308,750
337,61,45334.70123,142,575,45330,,1,4,61,61,45330,1047,3,-575,45334,4,4,61,61,45334,45334,575
338,61,44356.63583,128,600,44241,,1,4,61,61,44242,691,3,-2733.95,44356,4,4,61,61,44356,44356,600
339,61,44488.65682,46,120,44439,,1,1,61,61,44448,936,3,-120,44488,4,1,61,61,44488,44488,120
340,61,44566.68706,132,70,44565,,1,4,61,61,44566,691,3,-2733.95,44356,4,4,61,61,44356,44565,70
341,61,44698.61892,196,787.5,44659,,1,8,61,61,44671,1132,3,-787.5,44698,4,8,61,61,44698,44698,787.5
342,61,44823.68735,600,105,44809,,1,1,61,61,44811,946,3,-105,44823,4,1,61,61,44823,44823,105
343,61,44883.72273,638,1800,44861,,1,6,61,61,44865,1089,3,-1800,44883,4,6,61,61,44883,44883,1800
344,61,44748.69941,620,180,44743,,1,4,61,61,44845,1028,3,-180,44748,4,4,61,61,44748,44748,180
345,61,45019.70692,665,1650,45000,,1,18,61,61,45000,1166,3,-1650,45019,4,18,61,61,45019,45019,1650
346,108,43854.89957,39,120,43845,,1,1,102,102,43851,932,3,-120,43854,4,1,108,108,43854,43854,120
347,61,43896.95784,341,2501,43830,,1,23,72,102,43837,699,3,-5088.4,43896,4,23,61,61,43896,43896,2501
348,61,44207.93627,294,475,44192,,1,12,84,61,44200,1156,3,-475,44207,4,12,61,61,44207,44207,475
349,61,44364.62941,45,1226,44344,,1,1,61,61,44348,683,3,-2144,44364,4,1,61,61,44364,44364,1226
350,61,44606.69569,195,275,44573,,1,8,70,61,44596,1131,3,-275,44606,4,8,61,61,44606,44606,275
351,61,44722.67182,350,1310,44687,,1,23,80,61,44690,702,3,-11012.5,44722,4,23,61,61,44722,44722,1310
352,61,44788.61175,621,70,44784,,1,4,61,61,44784,1030,3,-70,44788,4,4,61,61,44788,44788,70
353,61,45034.65037,606,70,45028,,1,1,61,61,45028,949,3,-70,45034,4,1,61,61,45034,45034,70
354,61,44425.65724,79,1300,44323,,1,3,61,61,44351,978,3,-1300,44425,4,3,61,61,44425,44425,1300
355,61,44435.64023,347,6150,44254,,1,23,61,61,44258,701,3,-6765.04,44435,4,23,61,61,44435,44435,6150
356,108,43942.85602,177,1397.5,43921,,1,11,70,61,43930,1113,3,-1397.5,43942,4,11,108,108,43942,43942,1397.5
357,61,45204.66042,139,195,45201,,1,4,61,61,45201,1040,3,-195,45204,4,4,61,61,45204,45204,195
358,61,45271.68107,633,330,45265,,1,4,61,61,45267,1045,3,-330,45271,4,4,61,61,45271,45271,330
359,61,45334.70177,62,225,45330,,1,1,61,61,45330,962,3,-225,45334,4,1,61,61,45334,45334,225
360,61,45337.86458,353,465,45337,,1,23,61,61,45337,704,3,-9360,45128,4,23,61,61,45128,45337,465
361,108,43455.90728,381,13.79,43332,,2,3,61,61,43343,713,3,-902,43454,9,3,108,108,43455,43454,13.79
362,61,44848.89988,257,900,44840,,1,14,61,61,44848,726,3,-1050,44840,11,14,61,61,44848,44840,900
363,61,44781.96119,561,900,44778,,1,14,61,61,44781,725,3,-400,44778,11,14,61,61,44781,44778,250
364,108,43455.90728,548,902,43220,,1,3,102,102,43224,713,3,-902,43454,9,3,108,108,43455,43454,820.1
365,108,43455.90728,382,13.79,43363,,2,3,102,102,43364,713,3,-902,43454,9,3,108,108,43455,43454,13.79
366,61,44887.8905,563,900,44872,,1,14,61,61,44887,866,3,-150,44747,11,14,61,61,44753,44872,150
367,61,44887.8905,563,900,44872,,1,14,61,61,44887,867,3,-150,44778,11,14,61,61,44781,44872,150
368,61,44887.8905,563,900,44872,,1,14,61,61,44887,869,3,-150,44810,11,14,61,61,44813,44872,150
369,61,44887.8905,563,900,44872,,1,14,61,61,44887,726,3,-1050,44840,11,14,61,61,44848,44872,150
370,61,44887.89227,563,900,44872,,1,14,61,61,44887,727,3,-1050,44872,11,14,61,61,44874,44872,300
371,61,44929.76109,564,900,44902,,1,14,61,61,44929,727,3,-1050,44872,11,14,61,61,44874,44902,750
372,61,44929.76201,564,900,44902,,1,14,61,61,44929,870,3,-150,44901,11,14,61,61,44904,44902,150
373,102,42774.97554,369,13.07,42663,,2,3,61,61,42663,711,3,-977.85,42773,9,3,102,102,42774,42773,13.07
374,102,42774.97554,371,17.43,42734,,2,3,102,102,42734,711,3,-977.85,42773,9,3,102,102,42774,42773,17.43
375,102,42774.97554,372,9.15,42755,,2,3,61,61,42755,711,3,-977.85,42773,9,3,102,102,42774,42773,9.15
376,61,41723.90947,84,306.25,41670,,1,4,61,61,41675,852,3,-306.25,41698,9,4,61,61,41723,41698,306.25
377,61,44753.8065,250,900,44747,,1,14,61,61,44753,865,3,-900,44747,11,14,61,61,44753,44747,900
378,102,42774.97554,75,883.73,42489,,1,3,61,61,42494,711,3,-977.85,42773,9,3,102,102,42774,42773,883.73
379,108,43455.90728,385,14.68,43454,,2,3,102,102,43454,713,3,-902,43454,9,3,108,108,43455,43454,14.68
380,47,41592.6474,83,115,41578,,1,4,61,61,41584,851,3,-115,41591,9,4,47,47,41592,41591,115
381,61,45055.97937,276,900,45051,,1,14,61,61,45055,875,3,-900,45051,11,14,61,61,45055,45051,900
382,102,43088.87387,378,10.09,43057,,2,3,102,102,43059,712,3,-879.94,43087,9,3,102,102,43088,43087,10.09
383,102,42774.97554,368,13.51,42633,,2,3,102,102,42633,711,3,-977.85,42773,9,3,102,102,42774,42773,13.51
384,61,45118.95946,281,1200,45113,,1,14,61,61,45118,877,3,-1200,45113,11,14,61,61,45118,45113,1200
385,102,42877.70872,198,837.25,42855,,1,10,102,102,42863,855,3,-837.25,42874,9,10,102,102,42877,42874,837.25
386,47,41681.62907,5,140,41639,,1,1,61,61,41647,849,3,-140,41680,9,1,47,47,41681,41680,140
387,47,41536.73484,2,75.6,41517,,1,1,61,61,41527,846,3,-75.6,41535,9,1,47,47,41536,41535,75.6
388,102,43255.90427,417,3.04,43240,,2,10,102,102,43241,715,3,-883.37,43251,9,10,102,102,43255,43251,3.04
389,102,42774.97554,367,13.51,42602,,2,3,61,61,42604,711,3,-977.85,42773,9,3,102,102,42774,42773,13.51
390,61,43944.77842,221,650,43921,,1,14,58,61,43932,856,3,-650,43944,9,14,61,61,43944,43944,650
391,61,45118.9942,326,160,45113,,1,25,61,61,45118,885,3,-160,45113,11,25,61,61,45118,45113,160
392,108,44011.91281,223,650,43982,,1,14,58,61,43999,858,3,-650,44008,9,14,108,108,44011,44008,650
393,61,44993.00119,270,900,44991,,1,14,61,61,44992,873,3,-900,44991,11,14,61,61,44992,44991,900
394,47,41536.73458,82,129.6,41517,,1,4,61,61,41527,850,3,-129.6,41535,9,4,47,47,41536,41535,129.6
395,102,43255.90427,199,880.33,43183,,1,10,102,102,43191,715,3,-883.37,43251,9,10,102,102,43255,43251,880.33
396,108,43699.72301,420,11.32,43697,,2,10,102,102,43697,716,3,-820.52,43697,9,10,108,108,43699,43697,11.32
397,61,45084.7574,279,900,45083,,1,14,61,61,45084,876,3,-900,45083,11,14,61,61,45084,45083,900
398,102,43088.87387,374,12.11,42936,,2,3,102,102,42940,712,3,-879.94,43087,9,3,102,102,43088,43087,12.11
399,61,45176.75878,286,1200,45175,,1,14,61,61,45176,879,3,-1200,45175,11,14,61,61,45176,45175,1200
400,108,43699.72301,418,5.46,43636,,2,10,102,102,43636,716,3,-820.52,43697,9,10,108,108,43699,43697,5.46
401,102,43088.87387,373,0.5,42906,,2,3,102,102,42906,712,3,-879.94,43087,9,3,102,102,43088,43087,0.5
402,102,43088.87387,375,12.51,42967,,2,3,102,102,42971,712,3,-879.94,43087,9,3,102,102,43088,43087,12.51
403,102,42726.97634,412,13.24,42571,,2,10,102,102,42571,714,3,-138.93,42725,9,10,102,102,42726,42725,13.24
404,102,42726.97634,415,1.4,42663,,2,10,61,61,42663,714,3,-138.93,42725,9,10,102,102,42726,42725,1.4
405,61,43942.75685,220,650,43890,,1,14,58,102,43896,717,3,-2600,43914,9,14,61,61,43942,43914,650
406,108,43455.90728,380,13.34,43301,,2,3,102,102,43300,713,3,-902,43454,9,3,108,108,43455,43454,13.34
407,61,45359.89552,335,160,45357,,1,25,61,61,45359,893,3,-160,45357,11,25,61,61,45358,45357,160
408,61,45176.80145,328,160,45175,,1,25,61,61,45176,887,3,-160,45175,11,25,61,61,45176,45175,160
409,102,42726.97634,413,13.68,42602,,2,10,61,61,42604,714,3,-138.93,42725,9,10,102,102,42726,42725,13.68
410,61,44158.86411,228,650,44135,,1,14,58,61,44145,863,3,-650,44154,9,14,61,61,44158,44154,650
411,108,44048.93801,317,500,44019,,1,22,73,102,44032,864,3,-500,44047,9,22,108,108,44048,44047,500
412,102,42726.97634,414,13.68,42633,,2,10,102,102,42633,714,3,-138.93,42725,9,10,102,102,42726,42725,13.68
413,61,45300.88584,290,1200,45296,,1,14,61,61,45300,882,3,-1200,45296,11,14,61,61,45299,45296,1200
414,61,45238.92495,331,160,45238,,1,25,61,61,45240,889,3,-160,45236,11,25,61,61,45238,45238,160
415,108,44126.9019,227,650,44104,,1,14,61,61,44118,862,3,-650,44120,9,14,108,108,44126,44120,650
416,61,45332.00075,334,160,45327,,1,25,61,61,45331,892,3,-160,45327,11,25,61,61,45331,45327,160
417,108,43969.94609,222,650,43951,,1,14,58,102,43962,857,3,-650,43966,9,14,108,108,43969,43966,650
418,108,44061.69924,225,650,44043,,1,14,58,102,44053,860,3,-650,44057,9,14,108,108,44061,44057,650
419,61,45238.88428,566,1200,45238,,1,14,61,61,45240,880,3,-908.6,45236,11,14,61,61,45238,45238,908.6
420,102,42635.89736,559,894.6,42489,,1,10,61,61,42494,853,3,-500,42634,9,10,102,102,42635,42634,500
421,102,42661.96631,559,894.6,42489,,1,10,61,61,42494,854,3,-300,42660,9,10,102,102,42661,42660,300
422,102,42726.97634,559,894.6,42489,,1,10,61,61,42494,714,3,-138.93,42725,9,10,102,102,42726,42725,94.6
423,102,42726.97634,416,1.45,42694,,2,10,61,61,42695,714,3,-138.93,42725,9,10,102,102,42726,42725,1.45
424,102,42774.97554,366,13.07,42571,,2,3,102,102,42571,711,3,-977.85,42773,9,3,102,102,42774,42773,13.07
425,102,42774.97554,370,13.51,42694,,2,3,61,61,42695,711,3,-977.85,42773,9,3,102,102,42774,42773,13.51
426,47,41592.64761,3,178.75,41578,,1,1,61,61,41584,847,3,-178.75,41591,9,1,47,47,41592,41591,178.75
427,102,43088.87387,76,818.5,42855,,1,3,102,102,42863,712,3,-879.94,43087,9,3,102,102,43088,43087,818.5
428,61,45331.0749,291,1200,45327,,1,14,61,61,45330,883,3,-1200,45327,11,14,61,61,45330,45327,1200
429,108,43455.90728,379,0.5,43271,,2,3,102,102,43272,713,3,-902,43454,9,3,108,108,43455,43454,0.5
430,61,44972.11161,267,900,44963,,1,14,61,61,44971,872,3,-900,44963,11,14,61,61,44971,44963,900
431,108,43699.72301,200,791.25,43572,,1,10,76,61,43572,716,3,-820.52,43697,9,10,108,108,43699,43697,791.25
432,108,43699.72301,419,12.49,43668,,2,10,102,102,43668,716,3,-820.52,43697,9,10,108,108,43699,43697,12.49
433,61,43942.75685,219,1950,43874,,1,14,58,102,43896,717,3,-2600,43914,9,14,61,61,43942,43914,1950
434,108,44043.86223,224,650,44012,,1,14,58,61,44034,859,3,-650,44042,9,14,108,108,44043,44042,650
435,61,45268.68224,289,1200,45266,,1,14,61,61,45267,881,3,-1200,45266,11,14,61,61,45268,45266,1200
436,102,43088.87387,377,13.72,43032,,2,3,102,102,43032,712,3,-879.94,43087,9,3,102,102,43088,43087,13.72
437,61,45147.92422,283,1200,45145,,1,14,61,61,45147,878,3,-1200,45145,11,14,61,61,45147,45145,1200
438,61,45210.65805,330,160,45204,,1,25,61,61,45210,888,3,-160,45204,11,25,61,61,45210,45204,160
439,61,44104.91085,226,650,44074,,1,14,61,61,44083,861,3,-650,44103,9,14,61,61,44104,44103,650
440,108,43455.90728,383,14.23,43395,,2,3,102,102,43395,713,3,-902,43454,9,3,108,108,43455,43454,14.23
441,108,43455.90728,384,11.57,43421,,2,3,102,102,43423,713,3,-902,43454,9,3,108,108,43455,43454,11.57
442,61,44937.01806,264,900,44932,,1,14,61,61,44935,871,3,-900,44932,11,14,61,61,44935,44932,900
443,47,41620.67027,4,144,41608,,1,1,61,61,41613,848,3,-144,41619,9,1,47,47,41620,41619,144
444,102,43088.87387,376,12.51,42998,,2,3,102,102,42998,712,3,-879.94,43087,9,3,102,102,43088,43087,12.51
445,102,42726.97634,411,0.88,42541,,2,10,61,61,42541,714,3,-138.93,42725,9,10,102,102,42726,42725,0.88
446,61,45301.21433,333,160,45296,,1,25,61,61,45300,891,3,-160,45296,11,25,61,61,45299,45296,160
447,102,42774.97554,365,0.87,42541,,2,3,61,61,42541,711,3,-977.85,42773,9,3,102,102,42774,42773,0.87
448,47,41478.61339,1,441.5,41455,,1,1,61,61,41470,845,3,-441.5,41477,9,1,47,47,41478,41477,441.5
449,61,44812.92958,562,900,44810,,1,14,61,61,44812,725,3,-400,44778,11,14,61,61,44781,44810,150
450,61,44813.62115,562,900,44810,,1,14,61,61,44812,868,3,-750,44810,11,14,61,61,44813,44810,750
451,61,45028.0501,273,900,45022,,1,14,61,61,45027,874,3,-900,45022,11,14,61,61,45027,45022,900
452,61,45359.88801,292,1200,45357,,1,14,61,61,45359,884,3,-1200,45357,11,14,61,61,45358,45357,1200
453,61,45148.05431,327,160,45145,,1,25,61,61,45147,886,3,-160,45145,11,25,61,61,45147,45145,160
454,61,45268.73505,332,160,45266,,1,25,61,61,45267,890,3,-160,45266,11,25,61,61,45268,45266,160
455,102,43301.8805,354,2.87,43240,,2,2,102,102,43241,705,1,-15.6,43300,7,2,102,102,43301,43300,2.87
456,61,44645.86319,322,565,44573,,1,25,73,61,44581,720,6,-695,44643,9,25,61,61,44645,44643,565
457,61,43454.75684,548,902,43220,,1,3,102,102,43224,754,1,-81.9,43454,7,3,61,61,43454,43454,81.9
458,61,44722.67172,424,27.97,44693,,2,23,61,61,44693,763,1,-27.97,44722,7,23,61,61,44722,44722,27.97
459,61,42096.91232,394,39.34,41995,,2,6,61,61,41995,706,1,-273.91,42096,7,6,61,61,42096,42096,39.34
460,102,43545.65807,401,10.79,43485,,2,6,102,102,43486,759,1,-10.79,43545,7,6,102,102,43545,43545,10.79
