ledger_entry_KEY,update__staff_KEY,update_date_utc,bank_account_KEY,bank_account__bank_account_id,bank_account__bank_account_id_sortable,bank_account__description,control_date,submittal_status_KEY,digita_vat_period_KEY,ledger_entry_subtype_KEY,ledger_entry_type_KEY,ledger_entry_type__ledger_entry_type_id,ledger_entry_type__ledger_entry_type_id_sortable,ledger_entry_type__description,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office__office_id,client__partner__staff__staff_id,client__manager__staff__staff_id,entry_date,reference,normal_sign,debit_amount,credit_amount,amount,open_date,posted_open_amount,live_open_amount,posted_closed_amount,live_closed_amount,posted_application_count,comments,internal_comments,approved_date,approved__staff_KEY,approved__staff__staff_id,approved__staff__staff_id_sortable,posted_date,posted__staff_KEY,posted__staff__staff_id,posted__staff__staff_id_sortable,entry_number,digita_tax_point_date_override,digita_proforma__ledger_entry_KEY,void_date,is_posted,is_approved
337,102,43594.69207,,,,,43585,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,43585,,1,7500,0,7500,65381,0,0,7500,7500,1,,,43594,72,2284BJ,2284BJ,43594,102,2952NF,2952NF,52017,,,,True,True
338,102,43686.68818,,,,,43678,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,43678,,1,275,0,275,65381,0,0,275,275,1,,,43686,72,2284BJ,2284BJ,43686,102,2952NF,2952NF,54373,,,,True,True
339,102,43746.98932,,,,,43731,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,43731,,1,935,0,935,65381,0,0,935,935,1,,,43746,72,2284BJ,2284BJ,43746,102,2952NF,2952NF,55108,,,,True,True
340,102,43777.75337,,,,,43769,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,43769,,1,765,0,765,65381,0,0,765,765,1,,,43777,72,2284BJ,2284BJ,43777,102,2952NF,2952NF,56245,,,,True,True
341,102,43838.07953,,,,,43830,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,43830,,1,2501,0,2501,65381,0,0,2501,2501,1,,,43837,72,2284BJ,2284BJ,43837,102,2952NF,2952NF,58277,,,,True,True
342,102,43871.96484,,,,,43861,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,43861,,1,887.4,0,887.4,65381,0,0,887.4,887.4,1,,,43871,72,2284BJ,2284BJ,43871,102,2952NF,2952NF,59364,,,,True,True
343,102,43900.982,,,,,43890,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,43890,,1,7234,0,7234,65381,0,0,7234,7234,1,,,43899,72,2284BJ,2284BJ,43900,102,2952NF,2952NF,60263,,,,True,True
344,102,44035.01529,,,,,44032,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44032,,1,275,0,275,65381,0,0,275,275,1,,,44032,72,2284BJ,2284BJ,44034,102,2952NF,2952NF,64618,,,,True,True
345,61,44201.82121,,,,,44192,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44192,,1,3615,0,3615,65381,0,0,3615,3615,1,,,44201,61,2014HM,2014HM,44201,61,2014HM,2014HM,69089,,,,True,True
346,61,44258.66866,,,,,44254,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44254,,1,285,0,285,65381,0,0,285,285,1,,,44258,61,2014HM,2014HM,44258,61,2014HM,2014HM,72176,,,,True,True
347,61,44258.72009,,,,,44254,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44254,,1,6150,0,6150,65381,0,0,6150,6150,1,,,44258,61,2014HM,2014HM,44258,61,2014HM,2014HM,72206,,,,True,True
348,61,44473.66271,,,,,44469,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44469,,1,800,0,800,65381,0,0,800,800,1,,,44469,72,2284BJ,2284BJ,44473,61,2014HM,2014HM,80821,,,,True,True
349,61,44642.97245,,,,,44634,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44634,,1,6457.5,0,6457.5,65381,0,0,6457.5,6457.5,1,,,44642,61,2014HM,2014HM,44642,61,2014HM,2014HM,89873,,,,True,True
350,61,44690.66509,,,,,44687,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44687,,1,1310,0,1310,65381,0,0,1310,1310,1,,,44690,80,4764RC,4764RC,44690,61,2014HM,2014HM,94809,,,,True,True
351,61,44964.98802,,,,,44960,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44964,,1,383.75,0,383.75,65381,0,0,383.75,383.75,1,,,44964,61,2014HM,2014HM,44964,61,2014HM,2014HM,109318,,,,True,True
352,61,45036.59642,,,,,45031,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,45036,,1,1510,0,1510,65381,0,0,1510,1510,1,,,45035,61,2014HM,2014HM,45036,61,2014HM,2014HM,114888,,,,True,True
353,61,45337.85924,,,,,45335,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,45337,,1,465,0,465,65381,0,0,465,465,1,,,45337,61,2014HM,2014HM,45337,61,2014HM,2014HM,136002,,,,True,True
354,102,43241.9464,,,,,43240,,,3,2,SC,SC,Service Charge,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,43240,,1,2.87,0,2.87,65381,0,0,2.87,2.87,1,,,43241,102,2952NF,2952NF,43241,102,2952NF,2952NF,17968,,,,True,True
355,102,43272.86143,,,,,43271,,,3,2,SC,SC,Service Charge,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,43271,,1,12.73,0,12.73,65381,0,0,12.73,12.73,1,,,43272,102,2952NF,2952NF,43272,102,2952NF,2952NF,18516,,,,True,True
356,61,41494.91902,,,,,41486,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41486,,1,9.94,0,9.94,65381,0,0,9.94,9.94,1,,,41494,61,2014HM,2014HM,41494,61,2014HM,2014HM,593,,,,True,True
357,61,41524.03012,,,,,41517,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41517,,1,9.94,0,9.94,65381,0,0,9.94,9.94,1,,,41523,61,2014HM,2014HM,41523,61,2014HM,2014HM,1105,,,,True,True
358,61,41547.98769,,,,,41547,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41547,,1,9.62,0,9.62,65381,0,0,9.62,9.62,1,,,41547,61,2014HM,2014HM,41547,61,2014HM,2014HM,1519,,,,True,True
359,61,41583.14331,,,,,41578,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41578,,1,9.94,0,9.94,65381,0,0,9.94,9.94,1,,,41582,61,2014HM,2014HM,41582,61,2014HM,2014HM,2029,,,,True,True
360,61,41614.0891,,,,,41608,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41608,,1,9.62,0,9.62,65381,0,0,9.62,9.62,1,,,41613,61,2014HM,2014HM,41613,61,2014HM,2014HM,2201,,,,True,True
361,61,41641.83984,,,,,41639,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41639,,1,9.94,0,9.94,65381,0,0,9.94,9.94,1,,,41641,61,2014HM,2014HM,41641,61,2014HM,2014HM,2550,,,,True,True
362,61,41681.01637,,,,,41670,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41670,,1,9.94,0,9.94,65381,0,0,9.94,9.94,1,,,41680,61,2014HM,2014HM,41680,61,2014HM,2014HM,3148,,,,True,True
363,61,41691.70813,,,,,41690,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41690,,1,6.41,0,6.41,65381,0,0,6.41,6.41,1,,,41691,61,2014HM,2014HM,41691,61,2014HM,2014HM,3449,,,,True,True
364,61,41718.89171,,,,,41718,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41718,,1,8.98,0,8.98,65381,0,0,8.98,8.98,1,,,41718,61,2014HM,2014HM,41718,61,2014HM,2014HM,3687,,,,True,True
365,61,42541.90883,,,,,42541,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42541,,1,0.87,0,0.87,65381,0,0,0.87,0.87,1,,,42541,61,2014HM,2014HM,42541,61,2014HM,2014HM,10868,,,,True,True
366,102,42571.95378,,,,,42571,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42571,,1,13.07,0,13.07,65381,0,0,13.07,13.07,1,,,42571,102,2952NF,2952NF,42571,102,2952NF,2952NF,11193,,,,True,True
367,61,42604.94592,,,,,42602,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42602,,1,13.51,0,13.51,65381,0,0,13.51,13.51,1,,,42604,61,2014HM,2014HM,42604,61,2014HM,2014HM,11567,,,,True,True
368,102,42633.79306,,,,,42633,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42633,,1,13.51,0,13.51,65381,0,0,13.51,13.51,1,,,42633,102,2952NF,2952NF,42633,102,2952NF,2952NF,11759,,,,True,True
369,61,42663.82735,,,,,42663,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42663,,1,13.07,0,13.07,65381,0,0,13.07,13.07,1,,,42663,61,2014HM,2014HM,42663,61,2014HM,2014HM,11985,,,,True,True
370,61,42695.95658,,,,,42694,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42694,,1,13.51,0,13.51,65381,0,0,13.51,13.51,1,,,42695,61,2014HM,2014HM,42695,61,2014HM,2014HM,12362,,,,True,True
371,102,42734.91229,,,,,42734,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42734,,1,17.43,0,17.43,65381,0,0,17.43,17.43,1,,,42734,102,2952NF,2952NF,42734,102,2952NF,2952NF,12654,,,,True,True
372,61,42755.97305,,,,,42755,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42755,,1,9.15,0,9.15,65381,0,0,9.15,9.15,1,,,42755,61,2014HM,2014HM,42755,61,2014HM,2014HM,12836,,,,True,True
373,102,42906.87611,,,,,42906,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42906,,1,0.5,0,0.5,65381,0,0,0.5,0.5,1,,,42906,102,2952NF,2952NF,42906,102,2952NF,2952NF,14324,,,,True,True
374,102,42940.71938,,,,,42936,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42936,,1,12.11,0,12.11,65381,0,0,12.11,12.11,1,,,42940,102,2952NF,2952NF,42940,102,2952NF,2952NF,14659,,,,True,True
375,102,42971.74025,,,,,42967,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42967,,1,12.51,0,12.51,65381,0,0,12.51,12.51,1,,,42971,102,2952NF,2952NF,42971,102,2952NF,2952NF,14873,,,,True,True
376,102,42998.85946,,,,,42998,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42998,,1,12.51,0,12.51,65381,0,0,12.51,12.51,1,,,42998,102,2952NF,2952NF,42998,102,2952NF,2952NF,15173,,,,True,True
377,102,43032.7639,,,,,43032,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43032,,1,13.72,0,13.72,65381,0,0,13.72,13.72,1,,,43032,102,2952NF,2952NF,43032,102,2952NF,2952NF,15486,,,,True,True
378,102,43059.75584,,,,,43057,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43057,,1,10.09,0,10.09,65381,0,0,10.09,10.09,1,,,43059,102,2952NF,2952NF,43059,102,2952NF,2952NF,15693,,,,True,True
379,102,43272.86143,,,,,43271,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43271,,1,0.5,0,0.5,65381,0,0,0.5,0.5,1,,,43272,102,2952NF,2952NF,43272,102,2952NF,2952NF,18514,,,,True,True
380,102,43300.75171,,,,,43301,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43301,,1,13.34,0,13.34,65381,0,0,13.34,13.34,1,,,43300,102,2952NF,2952NF,43300,102,2952NF,2952NF,18896,,,,True,True
381,61,43343.87888,,,,,43332,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43332,,1,13.79,0,13.79,65381,0,0,13.79,13.79,1,,,43343,61,2014HM,2014HM,43343,61,2014HM,2014HM,19451,,,,True,True
382,102,43364.77892,,,,,43363,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43363,,1,13.79,0,13.79,65381,0,0,13.79,13.79,1,,,43364,102,2952NF,2952NF,43364,102,2952NF,2952NF,19906,,,,True,True
383,102,43395.91463,,,,,43395,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43395,,1,14.23,0,14.23,65381,0,0,14.23,14.23,1,,,43395,102,2952NF,2952NF,43395,102,2952NF,2952NF,20203,,,,True,True
384,102,43423.80267,,,,,43421,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43421,,1,11.57,0,11.57,65381,0,0,11.57,11.57,1,,,43423,102,2952NF,2952NF,43423,102,2952NF,2952NF,20282,,,,True,True
385,102,43454.69501,,,,,43454,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43454,,1,14.68,0,14.68,65381,0,0,14.68,14.68,1,,,43454,102,2952NF,2952NF,43454,102,2952NF,2952NF,20941,,,,True,True
386,61,44418.8651,,,,,44418,,,3,2,SC,SC,Service Charge,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,44418,,1,22.44,0,22.44,65381,0,0,22.44,22.44,1,,,44418,61,2014HM,2014HM,44418,61,2014HM,2014HM,28796,,,,True,True
387,61,42174.64377,,,,,42175,,,3,2,SC,SC,Service Charge,5,34283535000,34283535000                              `,HorizonBank Corp,IDMV,4380LH,2505CC,42175,,1,2.32,0,2.32,65381,0,0,2.32,2.32,1,,,42174,61,2014HM,2014HM,42174,61,2014HM,2014HM,7367,,,,True,True
388,102,44363.06045,,,,,44362,,,3,2,SC,SC,Service Charge,5,34283535000,34283535000                              `,HorizonBank Corp,IDMV,4380LH,2505CC,44362,,1,25.15,0,25.15,65381,0,0,25.15,25.15,1,,,44362,102,2952NF,2952NF,44362,102,2952NF,2952NF,28396,,,,True,True
389,61,41813.62191,,,,,41810,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,41810,,1,1.75,0,1.75,65381,0,0,1.75,1.75,1,,,41813,61,2014HM,2014HM,41813,61,2014HM,2014HM,4383,,,,True,True
390,61,41841.9731,,,,,41841,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,41841,,1,54.34,0,54.34,65381,0,0,54.34,54.34,1,,,41841,61,2014HM,2014HM,41841,61,2014HM,2014HM,4634,,,,True,True
391,61,41877.86178,,,,,41871,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,41871,,1,49.01,0,49.01,65381,0,0,49.01,49.01,1,,,41877,61,2014HM,2014HM,41877,61,2014HM,2014HM,4909,,,,True,True
392,61,41932.70196,,,,,41932,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,41932,,1,48.71,0,48.71,65381,0,0,48.71,48.71,1,,,41932,61,2014HM,2014HM,41932,61,2014HM,2014HM,5352,,,,True,True
393,61,41963.66881,,,,,41963,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,41963,,1,47.28,0,47.28,65381,0,0,47.28,47.28,1,,,41963,61,2014HM,2014HM,41963,61,2014HM,2014HM,5596,,,,True,True
394,61,41995.96753,,,,,41995,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,41995,,1,39.34,0,39.34,65381,0,0,39.34,39.34,1,,,41995,61,2014HM,2014HM,41995,61,2014HM,2014HM,5914,,,,True,True
395,61,42026.00397,,,,,42024,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,42024,,1,35.65,0,35.65,65381,0,0,35.65,35.65,1,,,42025,61,2014HM,2014HM,42025,61,2014HM,2014HM,6147,,,,True,True
396,61,42055.84633,,,,,42055,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,42055,,1,38.11,0,38.11,65381,0,0,38.11,38.11,1,,,42055,61,2014HM,2014HM,42055,61,2014HM,2014HM,6492,,,,True,True
397,61,42083.60612,,,,,42083,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,42083,,1,34.42,0,34.42,65381,0,0,34.42,34.42,1,,,42083,61,2014HM,2014HM,42083,61,2014HM,2014HM,6637,,,,True,True
398,61,42174.64377,,,,,42175,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,42175,,1,7.23,0,7.23,65381,0,0,7.23,7.23,1,,,42174,61,2014HM,2014HM,42174,61,2014HM,2014HM,7331,,,,True,True
399,102,42971.74025,,,,,42967,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,42967,,1,9.3,0,9.3,65381,0,0,9.3,9.3,1,,,42971,102,2952NF,2952NF,42971,102,2952NF,2952NF,14838,,,,True,True
400,102,43241.94639,,,,,43240,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,43240,,1,3.37,0,3.37,65381,0,0,3.37,3.37,1,,,43241,102,2952NF,2952NF,43241,102,2952NF,2952NF,17920,,,,True,True
401,102,43487.05816,,,,,43485,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,43485,,1,10.79,0,10.79,65381,0,0,10.79,10.79,1,,,43486,102,2952NF,2952NF,43486,102,2952NF,2952NF,21285,,,,True,True
402,102,43910.90317,,,,,43910,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,43910,,1,8.6,0,8.6,65381,0,0,8.6,8.6,1,,,43910,102,2952NF,2952NF,43910,102,2952NF,2952NF,26338,,,,True,True
403,61,42174.64377,,,,,42175,,,3,2,SC,SC,Service Charge,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,42175,,1,3.33,0,3.33,65381,0,0,3.33,3.33,1,,,42174,61,2014HM,2014HM,42174,61,2014HM,2014HM,7296,,,,True,True
404,61,42212.65206,,,,,42210,,,3,2,SC,SC,Service Charge,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,42210,,1,29.13,0,29.13,65381,0,0,29.13,29.13,1,,,42212,61,2014HM,2014HM,42212,61,2014HM,2014HM,7759,,,,True,True
405,102,44363.06044,,,,,44362,,,3,2,SC,SC,Service Charge,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,44362,,1,20.12,0,20.12,65381,0,0,20.12,20.12,1,,,44362,102,2952NF,2952NF,44362,102,2952NF,2952NF,28329,,,,True,True
406,61,44418.8651,,,,,44418,,,3,2,SC,SC,Service Charge,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,44418,,1,33.14,0,33.14,65381,0,0,33.14,33.14,1,,,44418,61,2014HM,2014HM,44418,61,2014HM,2014HM,28724,,,,True,True
407,61,44449.7068,,,,,44449,,,3,2,SC,SC,Service Charge,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,44449,,1,18.35,0,18.35,65381,0,0,18.35,18.35,1,,,44449,61,2014HM,2014HM,44449,61,2014HM,2014HM,29024,,,,True,True
408,61,42422.64916,,,,,42420,,,3,2,SC,SC,Service Charge,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,42420,,1,0.5,0,0.5,65381,0,0,0.5,0.5,1,,,42422,61,2014HM,2014HM,42422,61,2014HM,2014HM,9613,,,,True,True
409,61,42450.93899,,,,,42450,,,3,2,SC,SC,Service Charge,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,42450,,1,4.14,0,4.14,65381,0,0,4.14,4.14,1,,,42450,61,2014HM,2014HM,42450,61,2014HM,2014HM,9873,,,,True,True
410,61,42480.69629,,,,,42480,,,3,2,SC,SC,Service Charge,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,42480,,1,4.14,0,4.14,65381,0,0,4.14,4.14,1,,,42480,61,2014HM,2014HM,42480,61,2014HM,2014HM,9979,,,,True,True
411,61,42541.90882,,,,,42541,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,42541,,1,0.88,0,0.88,65381,0,0,0.88,0.88,1,,,42541,61,2014HM,2014HM,42541,61,2014HM,2014HM,10654,,,,True,True
412,102,42571.95377,,,,,42571,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,42571,,1,13.24,0,13.24,65381,0,0,13.24,13.24,1,,,42571,102,2952NF,2952NF,42571,102,2952NF,2952NF,11048,,,,True,True
413,61,42604.94591,,,,,42602,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,42602,,1,13.68,0,13.68,65381,0,0,13.68,13.68,1,,,42604,61,2014HM,2014HM,42604,61,2014HM,2014HM,11423,,,,True,True
414,102,42633.79305,,,,,42633,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,42633,,1,13.68,0,13.68,65381,0,0,13.68,13.68,1,,,42633,102,2952NF,2952NF,42633,102,2952NF,2952NF,11649,,,,True,True
415,61,42663.82735,,,,,42663,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,42663,,1,1.4,0,1.4,65381,0,0,1.4,1.4,1,,,42663,61,2014HM,2014HM,42663,61,2014HM,2014HM,11905,,,,True,True
416,61,42695.95657,,,,,42694,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,42694,,1,1.45,0,1.45,65381,0,0,1.45,1.45,1,,,42695,61,2014HM,2014HM,42695,61,2014HM,2014HM,12224,,,,True,True
417,102,43241.94639,,,,,43240,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,43240,,1,3.04,0,3.04,65381,0,0,3.04,3.04,1,,,43241,102,2952NF,2952NF,43241,102,2952NF,2952NF,17778,,,,True,True
418,102,43636.82657,,,,,43636,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,43636,,1,5.46,0,5.46,65381,0,0,5.46,5.46,1,,,43636,102,2952NF,2952NF,43636,102,2952NF,2952NF,22957,,,,True,True
419,102,43668.89663,,,,,43668,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,43668,,1,12.49,0,12.49,65381,0,0,12.49,12.49,1,,,43668,102,2952NF,2952NF,43668,102,2952NF,2952NF,23573,,,,True,True
420,102,43697.68279,,,,,43697,,,3,2,SC,SC,Service Charge,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,43697,,1,11.32,0,11.32,65381,0,0,11.32,11.32,1,,,43697,102,2952NF,2952NF,43697,102,2952NF,2952NF,23891,,,,True,True
421,61,45057.62155,,,,,45056,,,3,2,SC,SC,Service Charge,12,25103704500,25103704500                              `,ProsperPath Investments,IDMV,4380LH,2505CC,45056,,1,6.51,0,6.51,65381,0,0,6.51,6.51,1,,,45057,61,2014HM,2014HM,45057,61,2014HM,2014HM,32815,,,,True,True
422,102,44363.06044,,,,,44362,,,3,2,SC,SC,Service Charge,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44362,,1,152.33,0,152.33,65381,0,0,152.33,152.33,1,,,44362,102,2952NF,2952NF,44362,102,2952NF,2952NF,28134,,,,True,True
423,61,44418.86509,,,,,44418,,,3,2,SC,SC,Service Charge,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44418,,1,177.71,0,177.71,65381,0,0,177.71,177.71,1,,,44418,61,2014HM,2014HM,44418,61,2014HM,2014HM,28528,,,,True,True
424,61,44693.60192,,,,,44693,,,3,2,SC,SC,Service Charge,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,44693,,1,27.97,0,27.97,65381,0,0,27.97,27.97,1,,,44693,61,2014HM,2014HM,44693,61,2014HM,2014HM,30566,,,,True,True
425,61,45117.8874,,,,,45117,,,3,2,SC,SC,Service Charge,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,45117,,1,61.52,0,61.52,65381,0,0,61.52,61.52,1,,,45117,61,2014HM,2014HM,45117,61,2014HM,2014HM,33163,,,,True,True
